order_id,customer_id,order_date,status,payment_method,shipping_cost,campaign_id
20586,18760,2025-05-15,Delivered,Debit Card,87.67,
20587,10626,2025-10-27,Delivered,UPI,125.79,
20588,9413,2025-09-07,Delivered,Debit Card,118.92,
20589,17880,2025-06-18,Delivered,Credit Card,136.67,8.0
20590,10222,2025-07-09,Delivered,UPI,165.0,5.0
20591,9691,2025-06-26,Delivered,UPI,107.03,
20592,18634,2025-09-13,Delivered,Net Banking,104.5,5.0
20593,9574,2025-10-03,Delivered,Wallet,84.11,
20594,7863,2025-07-11,Delivered,Credit Card,126.61,
20595,11672,2025-11-20,Delivered,UPI,204.61,
20596,19601,2025-12-15,Delivered,Credit Card,139.69,
20597,19315,2025-09-23,Delivered,Debit Card,211.86,5.0
20598,15523,2025-03-16,Delivered,Net Banking,154.56,
20599,10073,2025-03-11,Shipped,COD,215.12,7.0
20600,17667,2025-12-31,Delivered,Wallet,97.51,
20601,8460,2025-07-24,Delivered,Credit Card,115.68,
20602,12821,2025-09-17,Delivered,Wallet,71.55,1.0
20603,3605,2025-07-18,Delivered,Credit Card,73.91,
20604,13237,2025-09-17,Delivered,Wallet,206.4,
20605,5642,2025-06-30,Delivered,Debit Card,118.07,
20606,15454,2025-11-23,Delivered,COD,150.15,
20607,8340,2025-04-20,Delivered,UPI,160.2,
20608,8005,2025-12-30,Cancelled,UPI,184.55,
20609,14879,2025-08-30,Delivered,Wallet,191.21,
20610,8561,2025-02-03,Delivered,Credit Card,138.14,5.0
20611,14218,2025-06-29,Delivered,Wallet,149.76,
20612,17088,2025-06-05,Delivered,Credit Card,166.66,
20613,2781,2025-12-12,Delivered,Credit Card,193.21,
20614,9663,2025-04-28,Delivered,Net Banking,50.39,
20615,18957,2025-07-02,Delivered,COD,143.92,
20616,16242,2025-10-09,Delivered,UPI,219.35,2.0
20617,19523,2025-02-03,Delivered,UPI,111.15,
20618,17208,2025-03-14,Delivered,UPI,214.51,
20619,6281,2025-09-15,Delivered,Wallet,57.63,
20620,3597,2025-02-07,Delivered,UPI,137.22,
20621,4272,2025-04-24,Delivered,Credit Card,41.33,
20622,4402,2025-06-12,Delivered,Credit Card,189.92,
20623,1524,2025-03-28,Delivered,COD,45.42,8.0
20624,18248,2025-05-10,Delivered,Net Banking,142.75,
20625,10140,2025-04-05,Delivered,UPI,107.59,1.0
20626,2017,2025-10-25,Delivered,UPI,119.87,
20627,15231,2025-04-06,Delivered,COD,211.15,
20628,6571,2025-10-28,Delivered,Debit Card,113.9,
20629,1423,2025-04-08,Cancelled,UPI,203.47,
20630,3837,2025-01-24,Cancelled,UPI,122.41,
20631,13152,2025-11-28,Delivered,Net Banking,148.97,8.0
20632,15891,2025-10-09,Delivered,UPI,124.79,
20633,5217,2025-03-25,Delivered,UPI,110.59,6.0
20634,11570,2025-05-01,Delivered,Debit Card,149.33,
20635,20,2025-04-01,Delivered,Wallet,153.69,
20636,5674,2025-10-14,Delivered,Credit Card,78.97,
20637,3652,2025-01-05,Delivered,UPI,89.13,3.0
20638,1543,2025-12-20,Delivered,Debit Card,87.45,
20639,9763,2025-05-27,Delivered,COD,100.06,
20640,12659,2025-04-24,Cancelled,Credit Card,93.38,6.0
20641,958,2025-10-27,Shipped,COD,65.72,
20642,2796,2025-05-07,Delivered,Credit Card,112.74,2.0
20643,18731,2025-08-11,Delivered,Credit Card,61.94,
20644,4535,2025-06-09,Delivered,Wallet,116.7,1.0
20645,15173,2025-09-03,Delivered,Net Banking,121.1,7.0
20646,14901,2025-02-07,Delivered,UPI,172.79,
20647,6496,2025-05-31,Cancelled,Wallet,132.87,
20648,4136,2025-12-02,Delivered,Wallet,170.0,
20649,4990,2025-12-24,Delivered,UPI,109.9,
20650,11328,2025-02-13,Delivered,COD,104.19,6.0
20651,7677,2025-09-16,Delivered,Credit Card,186.15,2.0
20652,9990,2025-06-11,Delivered,Debit Card,45.45,7.0
20653,16224,2025-05-20,Delivered,UPI,42.66,2.0
20654,10136,2025-01-08,Delivered,Credit Card,126.36,
20655,19924,2025-02-12,Delivered,COD,99.25,
20656,13299,2025-04-02,Delivered,UPI,217.65,
20657,4187,2025-07-01,Delivered,Wallet,66.7,
20658,10078,2025-09-20,Delivered,Net Banking,217.32,
20659,16270,2025-08-04,Delivered,Net Banking,131.66,
20660,4431,2025-06-18,Delivered,UPI,64.65,6.0
20661,14542,2025-09-02,Delivered,Net Banking,48.76,6.0
20662,675,2025-06-18,Delivered,Debit Card,172.54,
20663,18912,2025-05-23,Delivered,Wallet,209.98,8.0
20664,13271,2025-12-24,Delivered,UPI,48.21,
20665,3280,2025-11-15,Delivered,Credit Card,148.6,
20666,17505,2025-02-08,Delivered,Wallet,120.18,
20667,1634,2025-09-19,Delivered,Wallet,156.94,7.0
20668,8169,2025-12-30,Delivered,UPI,166.2,
20669,14687,2025-08-30,Delivered,Net Banking,196.82,
20670,18821,2025-03-30,Delivered,Debit Card,113.26,
20671,7023,2025-09-21,Delivered,UPI,86.31,1.0
20672,16594,2025-03-14,Delivered,Credit Card,55.07,
20673,3991,2025-11-07,Delivered,Credit Card,210.85,7.0
20674,719,2025-07-25,Delivered,UPI,55.81,8.0
20675,588,2025-04-18,Delivered,UPI,72.23,2.0
20676,13166,2025-05-17,Delivered,Credit Card,157.85,3.0
20677,3127,2025-10-07,Delivered,UPI,43.4,6.0
20678,1028,2025-02-13,Delivered,Credit Card,69.84,1.0
20679,19589,2025-12-03,Delivered,Credit Card,114.61,
20680,4953,2025-02-15,Delivered,UPI,95.18,
20681,9334,2025-06-11,Delivered,UPI,173.49,3.0
20682,12334,2025-10-22,Delivered,Credit Card,213.55,
20683,2907,2025-10-27,Delivered,UPI,93.94,
20684,7215,2025-02-06,Delivered,Credit Card,128.73,
20685,12975,2025-04-20,Cancelled,Credit Card,159.04,7.0
20686,12819,2025-05-18,Delivered,Debit Card,128.16,
20687,16827,2025-12-06,Delivered,Wallet,92.97,
20688,8814,2025-07-01,Delivered,Credit Card,188.98,6.0
20689,17858,2025-12-01,Delivered,COD,81.48,
20690,13605,2025-11-18,Delivered,UPI,42.55,
20691,11245,2025-01-15,Delivered,COD,174.62,1.0
20692,2383,2025-10-02,Delivered,UPI,118.91,4.0
20693,11508,2025-11-25,Delivered,UPI,151.7,
20694,11932,2025-05-24,Delivered,UPI,68.33,7.0
20695,15146,2025-07-09,Delivered,Debit Card,91.7,
20696,14344,2025-04-03,Delivered,Wallet,71.56,
20697,10637,2025-07-23,Delivered,COD,207.48,1.0
20698,11897,2025-05-19,Delivered,Net Banking,72.76,
20699,15464,2025-10-08,Delivered,UPI,192.15,
20700,7084,2025-04-04,Delivered,COD,93.17,
20701,2742,2025-07-19,Delivered,Credit Card,114.68,
20702,17505,2025-07-03,Delivered,Wallet,178.67,
20703,19340,2025-06-07,Delivered,Debit Card,140.85,
20704,8637,2025-04-09,Delivered,COD,164.24,
20705,19839,2025-10-06,Delivered,Debit Card,50.32,
20706,6510,2025-03-28,Delivered,Credit Card,46.29,
20707,1343,2025-12-02,Cancelled,Wallet,129.22,
20708,11464,2025-08-27,Delivered,UPI,74.83,7.0
20709,17375,2025-12-26,Delivered,Debit Card,61.78,6.0
20710,12415,2025-12-07,Delivered,UPI,104.77,
20711,179,2025-02-26,Delivered,Debit Card,59.46,
20712,230,2025-10-27,Delivered,Debit Card,184.84,
20713,14449,2025-03-10,Shipped,UPI,212.96,
20714,16892,2025-12-14,Delivered,UPI,51.51,
20715,5197,2025-09-26,Delivered,UPI,64.38,
20716,9491,2025-03-15,Delivered,UPI,198.4,
20717,19269,2025-03-07,Delivered,COD,42.69,
20718,9300,2025-10-16,Delivered,Debit Card,214.51,
20719,2761,2025-08-31,Delivered,Debit Card,152.23,6.0
20720,18343,2025-02-20,Cancelled,Debit Card,101.83,
20721,9977,2025-07-16,Delivered,Debit Card,147.81,
20722,6935,2025-11-09,Delivered,UPI,40.65,
20723,1933,2025-02-27,Delivered,Credit Card,145.06,
20724,9258,2025-01-05,Delivered,COD,193.5,7.0
20725,15399,2025-02-20,Delivered,Credit Card,97.86,
20726,14297,2025-03-14,Delivered,COD,175.11,
20727,10016,2025-09-05,Delivered,UPI,195.14,2.0
20728,14347,2025-05-13,Delivered,Net Banking,217.13,
20729,7070,2025-02-09,Delivered,UPI,93.75,
20730,14651,2025-06-04,Cancelled,Credit Card,208.44,
20731,1707,2025-08-18,Delivered,Credit Card,130.14,
20732,4038,2025-05-02,Delivered,Debit Card,86.62,
20733,17578,2025-08-16,Delivered,Debit Card,114.5,
20734,5967,2025-12-05,Delivered,Credit Card,167.74,
20735,4174,2025-06-07,Delivered,Wallet,181.97,1.0
20736,1769,2025-12-14,Delivered,UPI,104.49,6.0
20737,7901,2025-11-19,Delivered,COD,177.3,
20738,1352,2025-01-09,Delivered,Wallet,83.16,
20739,10025,2025-09-20,Delivered,UPI,127.94,
20740,18496,2025-05-14,Shipped,UPI,143.04,7.0
20741,15748,2025-04-11,Cancelled,Debit Card,207.38,
20742,834,2025-10-13,Delivered,UPI,95.61,1.0
20743,6055,2025-10-11,Delivered,Wallet,118.46,6.0
20744,3796,2025-09-28,Delivered,UPI,125.3,8.0
20745,1350,2025-01-15,Delivered,Wallet,46.82,1.0
20746,2178,2025-08-20,Delivered,Credit Card,157.01,
20747,18271,2025-08-21,Shipped,Credit Card,62.69,4.0
20748,6277,2025-12-22,Delivered,UPI,158.14,2.0
20749,7882,2025-10-26,Delivered,Debit Card,122.73,3.0
20750,9798,2025-05-22,Delivered,UPI,46.24,6.0
20751,14841,2025-09-07,Delivered,UPI,149.55,3.0
20752,15969,2025-11-28,Delivered,COD,61.9,
20753,19314,2025-11-05,Delivered,Wallet,90.6,
20754,4273,2025-06-20,Shipped,UPI,189.89,
20755,6086,2025-12-09,Delivered,UPI,77.65,5.0
20756,6322,2025-12-24,Delivered,Wallet,79.48,8.0
20757,9003,2025-10-23,Delivered,COD,116.18,4.0
20758,16147,2025-03-10,Delivered,UPI,216.3,
20759,4899,2025-10-16,Delivered,Debit Card,132.1,1.0
20760,15660,2025-06-07,Cancelled,UPI,41.15,3.0
20761,4135,2025-04-07,Delivered,Debit Card,174.82,
20762,14136,2025-02-13,Delivered,UPI,117.81,
20763,15982,2025-02-08,Delivered,Wallet,210.58,
20764,17079,2025-06-07,Delivered,Credit Card,142.55,5.0
20765,10298,2025-08-08,Delivered,UPI,152.42,
20766,6629,2025-09-24,Delivered,COD,196.0,
20767,15465,2025-11-21,Delivered,UPI,128.49,
20768,6490,2025-02-25,Delivered,UPI,181.0,
20769,2992,2025-05-05,Delivered,Net Banking,74.11,
20770,16678,2025-01-13,Cancelled,UPI,155.47,
20771,8279,2025-09-18,Delivered,COD,137.29,
20772,11430,2025-01-09,Delivered,UPI,135.9,
20773,18482,2025-01-18,Delivered,Credit Card,168.64,8.0
20774,2761,2025-08-22,Delivered,Wallet,109.38,
20775,11156,2025-03-17,Delivered,UPI,218.79,5.0
20776,11177,2025-09-16,Delivered,Wallet,190.4,
20777,17242,2025-05-20,Delivered,COD,65.8,
20778,6879,2025-04-13,Delivered,Wallet,122.1,
20779,8061,2025-10-20,Delivered,UPI,45.81,3.0
20780,10464,2025-10-15,Delivered,Debit Card,109.43,
20781,3357,2025-01-23,Delivered,Credit Card,176.76,8.0
20782,9500,2025-10-10,Delivered,Credit Card,75.76,7.0
20783,8786,2025-12-15,Delivered,Debit Card,215.25,
20784,4003,2025-07-05,Delivered,Debit Card,182.57,4.0
20785,16644,2025-07-27,Cancelled,Credit Card,184.83,6.0
20786,8672,2025-05-14,Delivered,COD,109.31,5.0
20787,6190,2025-10-21,Delivered,Credit Card,165.81,5.0
20788,2635,2025-10-22,Delivered,UPI,73.13,
20789,1785,2025-11-29,Delivered,Credit Card,74.92,
20790,19253,2025-10-09,Delivered,UPI,166.26,
20791,19923,2025-12-25,Delivered,UPI,150.84,
20792,18054,2025-12-22,Delivered,UPI,86.58,
20793,9265,2025-06-09,Delivered,Debit Card,51.31,4.0
20794,16159,2025-10-09,Delivered,Wallet,124.51,
20795,16669,2025-01-07,Delivered,Credit Card,153.05,
20796,6056,2025-05-31,Delivered,UPI,122.93,
20797,11774,2025-06-09,Delivered,Net Banking,170.48,
20798,19185,2025-11-11,Delivered,Debit Card,182.75,
20799,5703,2025-04-18,Delivered,UPI,154.78,
20800,13265,2025-03-25,Delivered,Credit Card,65.96,
20801,13257,2025-07-01,Delivered,Net Banking,94.58,6.0
20802,9156,2025-03-31,Delivered,Debit Card,87.4,
20803,9892,2025-03-10,Delivered,UPI,182.01,1.0
20804,9224,2025-07-06,Delivered,UPI,165.23,
20805,10492,2025-04-18,Delivered,COD,153.5,7.0
20806,3001,2025-02-16,Cancelled,Debit Card,170.31,7.0
20807,15903,2025-04-11,Delivered,Net Banking,112.44,8.0
20808,13233,2025-10-16,Delivered,COD,145.44,
20809,19527,2025-02-11,Cancelled,Debit Card,105.53,
20810,5039,2025-02-05,Delivered,Net Banking,137.43,
20811,2943,2025-06-09,Delivered,UPI,146.82,7.0
20812,6907,2025-03-04,Delivered,COD,47.99,
20813,10285,2025-06-01,Shipped,Credit Card,156.02,
20814,4153,2025-12-06,Delivered,Credit Card,172.47,2.0
20815,9301,2025-02-26,Delivered,UPI,110.66,
20816,12874,2025-10-08,Delivered,Credit Card,71.3,1.0
20817,1126,2025-01-29,Delivered,Net Banking,103.21,7.0
20818,15132,2025-10-26,Delivered,COD,204.1,
20819,18863,2025-12-12,Delivered,COD,60.15,
20820,5502,2025-10-26,Delivered,COD,186.17,1.0
20821,15533,2025-11-26,Delivered,UPI,174.47,3.0
20822,8427,2025-10-15,Delivered,Credit Card,118.33,
20823,13282,2025-04-19,Delivered,UPI,178.36,8.0
20824,14791,2025-04-01,Delivered,Credit Card,187.59,
20825,5996,2025-12-01,Delivered,UPI,120.4,5.0
20826,15754,2025-01-12,Delivered,Credit Card,69.99,
20827,2097,2025-07-30,Delivered,Credit Card,218.32,
20828,19771,2025-05-13,Shipped,UPI,87.18,4.0
20829,6790,2025-12-05,Delivered,UPI,105.96,5.0
20830,4554,2025-03-06,Delivered,Credit Card,154.77,6.0
20831,2808,2025-05-25,Cancelled,Credit Card,171.87,
20832,16242,2025-02-06,Delivered,UPI,200.7,
20833,11772,2025-12-13,Delivered,Credit Card,133.58,
20834,19102,2025-05-13,Delivered,Credit Card,99.63,
20835,12974,2025-05-26,Delivered,Credit Card,219.14,3.0
20836,6862,2025-01-23,Delivered,Credit Card,131.5,2.0
20837,16714,2025-02-08,Delivered,UPI,195.63,1.0
20838,5730,2025-12-11,Delivered,UPI,176.27,5.0
20839,5913,2025-09-11,Delivered,Credit Card,47.24,
20840,578,2025-08-28,Delivered,Debit Card,102.33,
20841,5167,2025-10-29,Delivered,Credit Card,174.71,4.0
20842,5378,2025-09-04,Delivered,Debit Card,64.24,5.0
20843,6035,2025-04-11,Delivered,UPI,100.51,
20844,7453,2025-12-05,Delivered,Debit Card,76.97,3.0
20845,11558,2025-04-07,Delivered,Debit Card,67.6,7.0
20846,4392,2025-11-08,Delivered,Net Banking,152.18,1.0
20847,12763,2025-04-22,Delivered,Net Banking,42.03,
20848,2705,2025-04-11,Delivered,Credit Card,162.77,2.0
20849,18707,2025-08-15,Delivered,Net Banking,206.06,
20850,528,2025-02-21,Delivered,Wallet,187.07,
20851,18272,2025-05-27,Delivered,Credit Card,146.94,
20852,10967,2025-07-17,Delivered,UPI,116.13,1.0
20853,14134,2025-11-29,Delivered,Credit Card,91.19,
20854,6041,2025-05-30,Delivered,Credit Card,157.58,1.0
20855,3479,2025-01-17,Shipped,Credit Card,74.88,
20856,19012,2025-11-07,Delivered,Debit Card,56.87,
20857,8912,2025-08-30,Shipped,Wallet,49.96,
20858,9691,2025-09-25,Cancelled,Net Banking,98.12,6.0
20859,19751,2025-02-03,Delivered,Debit Card,43.06,
20860,6770,2025-03-10,Delivered,COD,46.17,
20861,1992,2025-08-02,Delivered,COD,79.22,
20862,11787,2025-03-20,Delivered,Wallet,146.76,4.0
20863,11115,2025-11-07,Delivered,Debit Card,190.08,
20864,15476,2025-01-10,Delivered,Net Banking,88.56,8.0
20865,19156,2025-11-07,Delivered,Debit Card,62.4,
20866,6226,2025-07-02,Delivered,COD,185.06,1.0
20867,14393,2025-08-19,Delivered,COD,103.31,7.0
20868,8755,2025-03-19,Delivered,Credit Card,89.87,
20869,15677,2025-06-01,Delivered,UPI,50.97,3.0
20870,3309,2025-08-13,Delivered,UPI,204.61,
20871,10112,2025-03-03,Delivered,UPI,49.98,6.0
20872,1558,2025-06-02,Shipped,COD,199.48,1.0
20873,11227,2025-09-23,Delivered,UPI,204.0,
20874,3397,2025-12-02,Delivered,Net Banking,102.75,
20875,19248,2025-04-12,Delivered,COD,52.63,
20876,11101,2025-10-20,Cancelled,COD,62.21,
20877,10633,2025-02-18,Delivered,UPI,131.09,
20878,19492,2025-03-15,Delivered,Net Banking,207.93,5.0
20879,10060,2025-11-05,Delivered,Net Banking,57.89,
20880,13499,2025-11-20,Cancelled,Net Banking,75.86,
20881,964,2025-07-31,Delivered,Net Banking,122.09,7.0
20882,14095,2025-03-06,Delivered,Credit Card,198.81,7.0
20883,2082,2025-03-13,Delivered,Credit Card,105.14,7.0
20884,15612,2025-12-15,Delivered,UPI,102.27,
20885,17566,2025-08-05,Cancelled,UPI,109.29,3.0
20886,6382,2025-05-04,Delivered,Debit Card,87.41,
20887,17586,2025-08-18,Delivered,Wallet,146.68,
20888,9737,2025-04-20,Delivered,UPI,66.89,
20889,11449,2025-10-14,Delivered,COD,192.24,
20890,8275,2025-03-09,Delivered,UPI,204.16,
20891,9611,2025-04-18,Delivered,UPI,215.46,
20892,18274,2025-10-08,Shipped,Net Banking,106.3,
20893,19012,2025-01-19,Delivered,Credit Card,48.9,5.0
20894,9003,2025-12-30,Cancelled,UPI,113.0,6.0
20895,10363,2025-05-12,Delivered,UPI,91.61,1.0
20896,2357,2025-10-01,Delivered,UPI,64.75,4.0
20897,6571,2025-01-31,Delivered,Wallet,172.56,8.0
20898,10348,2025-08-10,Delivered,COD,129.67,
20899,4107,2025-07-28,Delivered,UPI,163.63,6.0
20900,11553,2025-04-15,Delivered,Credit Card,166.21,1.0
20901,13658,2025-05-17,Delivered,Wallet,176.8,8.0
20902,13019,2025-11-16,Cancelled,Net Banking,50.31,
20903,8941,2025-04-02,Delivered,UPI,200.66,
20904,15396,2025-09-29,Delivered,Wallet,147.25,
20905,6465,2025-06-26,Delivered,UPI,178.9,
20906,9469,2025-07-19,Delivered,UPI,81.7,5.0
20907,5536,2025-05-25,Delivered,Credit Card,112.15,
20908,12127,2025-10-28,Delivered,UPI,116.84,
20909,8907,2025-01-02,Delivered,Credit Card,79.97,
20910,4404,2025-03-11,Shipped,UPI,168.33,
20911,6235,2025-05-21,Delivered,Credit Card,94.76,4.0
20912,5692,2025-03-23,Delivered,UPI,129.64,6.0
20913,18327,2025-08-01,Delivered,UPI,109.02,
20914,10510,2025-09-29,Shipped,UPI,121.6,
20915,13064,2025-08-18,Delivered,COD,181.12,
20916,18778,2025-07-12,Delivered,COD,89.25,3.0
20917,3667,2025-09-29,Delivered,Wallet,172.3,
20918,18816,2025-11-28,Delivered,Credit Card,92.51,7.0
20919,10830,2025-09-28,Delivered,Wallet,44.42,5.0
20920,17117,2025-09-20,Delivered,UPI,97.5,
20921,3375,2025-12-09,Cancelled,Credit Card,192.86,3.0
20922,5580,2025-12-19,Delivered,Credit Card,198.52,
20923,3942,2025-03-22,Delivered,Debit Card,129.7,7.0
20924,13076,2025-05-10,Delivered,UPI,58.0,7.0
20925,2843,2025-01-05,Cancelled,UPI,162.71,1.0
20926,15866,2025-05-20,Delivered,Debit Card,166.47,1.0
20927,5132,2025-10-09,Delivered,Net Banking,166.07,8.0
20928,5251,2025-12-24,Delivered,Debit Card,67.54,
20929,5726,2025-01-05,Shipped,Net Banking,184.64,
20930,14878,2025-02-13,Delivered,Credit Card,202.38,
20931,18579,2025-07-24,Delivered,Credit Card,52.04,
20932,18258,2025-02-11,Delivered,Debit Card,147.23,5.0
20933,2017,2025-01-19,Delivered,Wallet,156.33,8.0
20934,5393,2025-06-24,Delivered,Credit Card,109.32,1.0
20935,13411,2025-10-08,Delivered,Wallet,72.04,1.0
20936,12428,2025-05-12,Delivered,UPI,45.82,
20937,7044,2025-03-22,Delivered,Net Banking,139.49,
20938,17270,2025-05-16,Delivered,Credit Card,62.55,2.0
20939,2636,2025-02-19,Delivered,COD,88.11,
20940,12806,2025-05-20,Cancelled,Credit Card,214.13,2.0
20941,5583,2025-07-13,Delivered,Debit Card,41.43,6.0
20942,10594,2025-01-28,Delivered,UPI,43.6,8.0
20943,7796,2025-08-02,Delivered,Wallet,71.08,5.0
20944,19645,2025-07-18,Delivered,COD,147.1,
20945,9823,2025-06-10,Delivered,Debit Card,113.02,2.0
20946,19577,2025-09-01,Delivered,UPI,153.19,3.0
20947,5240,2025-12-12,Delivered,Credit Card,51.36,
20948,15363,2025-05-09,Cancelled,UPI,169.32,
20949,14294,2025-02-20,Delivered,Net Banking,112.69,4.0
20950,16935,2025-10-14,Delivered,COD,55.66,1.0
20951,13816,2025-04-09,Delivered,Net Banking,107.69,7.0
20952,13607,2025-10-10,Delivered,Wallet,213.83,
20953,13222,2025-04-20,Delivered,Credit Card,42.81,
20954,19736,2025-02-13,Delivered,Debit Card,65.99,
20955,4634,2025-12-31,Delivered,Wallet,129.62,
20956,622,2025-07-26,Delivered,Debit Card,53.01,
20957,13517,2025-10-15,Delivered,Net Banking,63.06,1.0
20958,3452,2025-06-03,Delivered,Credit Card,101.04,
20959,13546,2025-12-04,Delivered,Debit Card,115.46,
20960,6466,2025-11-09,Delivered,UPI,219.83,
20961,890,2025-11-10,Shipped,COD,140.1,
20962,15402,2025-11-01,Delivered,Credit Card,86.12,
20963,1056,2025-08-16,Delivered,Credit Card,88.6,3.0
20964,4560,2025-07-08,Delivered,UPI,201.79,7.0
20965,6778,2025-09-13,Delivered,Debit Card,189.08,
20966,2696,2025-04-19,Delivered,Net Banking,197.82,
20967,18375,2025-07-29,Delivered,Credit Card,120.3,4.0
20968,12488,2025-09-24,Delivered,UPI,127.82,3.0
20969,17535,2025-02-04,Delivered,Net Banking,170.08,
20970,13603,2025-10-19,Delivered,UPI,46.34,1.0
20971,19861,2025-07-05,Delivered,COD,152.19,6.0
20972,10565,2025-12-17,Delivered,Credit Card,40.13,
20973,1083,2025-12-16,Delivered,COD,110.96,
20974,3244,2025-11-14,Delivered,UPI,96.71,2.0
20975,11823,2025-06-16,Delivered,UPI,205.33,5.0
20976,6996,2025-10-08,Delivered,UPI,129.62,
20977,2286,2025-03-29,Delivered,Net Banking,219.44,1.0
20978,4882,2025-04-25,Shipped,COD,95.39,5.0
20979,9575,2025-08-14,Delivered,UPI,50.12,8.0
20980,10440,2025-10-14,Cancelled,Debit Card,153.74,
20981,18777,2025-06-21,Delivered,Wallet,49.42,
20982,1809,2025-10-29,Delivered,Debit Card,202.76,7.0
20983,7228,2025-09-07,Delivered,UPI,112.43,
20984,10206,2025-05-06,Delivered,UPI,152.24,
20985,2290,2025-04-21,Delivered,Credit Card,164.37,2.0
20986,13701,2025-10-29,Delivered,UPI,133.58,
20987,10378,2025-04-29,Delivered,UPI,96.68,
20988,9278,2025-03-25,Shipped,COD,206.74,
20989,13123,2025-10-11,Delivered,UPI,132.72,2.0
20990,5853,2025-01-24,Delivered,Credit Card,158.94,6.0
20991,6846,2025-03-24,Delivered,Credit Card,91.62,
20992,3283,2025-11-16,Delivered,Credit Card,61.68,
20993,10540,2025-07-31,Delivered,Debit Card,66.87,
20994,7506,2025-07-31,Delivered,Net Banking,210.24,
20995,5345,2025-11-19,Delivered,Credit Card,213.58,
20996,2534,2025-11-05,Delivered,Credit Card,138.01,
20997,471,2025-10-28,Delivered,UPI,110.14,
20998,3916,2025-05-20,Delivered,Debit Card,126.55,6.0
20999,5078,2025-03-19,Delivered,Credit Card,201.81,7.0
21000,9794,2025-08-01,Delivered,UPI,172.51,
21001,4936,2025-08-05,Delivered,UPI,55.51,4.0
21002,16355,2025-01-18,Delivered,Debit Card,109.7,
21003,9571,2025-06-14,Delivered,Wallet,72.43,
21004,12528,2025-07-29,Shipped,UPI,117.35,
21005,4207,2025-07-10,Delivered,Debit Card,167.02,
21006,8388,2025-12-26,Delivered,COD,84.48,
21007,12106,2025-03-25,Cancelled,UPI,135.62,
21008,6297,2025-03-02,Delivered,Credit Card,140.77,
21009,6772,2025-11-26,Delivered,Credit Card,170.71,
21010,16147,2025-12-12,Delivered,Wallet,44.04,
21011,16732,2025-11-19,Delivered,UPI,87.64,3.0
21012,10696,2025-12-01,Delivered,Debit Card,87.35,
21013,18018,2025-07-14,Delivered,Credit Card,219.52,
21014,14680,2025-11-27,Delivered,UPI,66.98,5.0
21015,1110,2025-07-14,Delivered,COD,104.32,
21016,11193,2025-06-01,Delivered,Credit Card,73.71,2.0
21017,13904,2025-03-12,Delivered,COD,76.81,
21018,10855,2025-10-21,Cancelled,COD,129.31,
21019,16618,2025-08-20,Delivered,Debit Card,43.46,6.0
21020,6078,2025-05-23,Cancelled,Net Banking,193.86,2.0
21021,1331,2025-01-11,Delivered,UPI,69.36,4.0
21022,12707,2025-09-21,Delivered,UPI,194.26,4.0
21023,14558,2025-10-03,Delivered,Net Banking,93.23,4.0
21024,15295,2025-01-29,Delivered,UPI,162.06,8.0
21025,215,2025-08-12,Delivered,Credit Card,143.49,
21026,13434,2025-05-30,Delivered,UPI,129.68,8.0
21027,409,2025-09-15,Cancelled,Net Banking,110.18,7.0
21028,15510,2025-05-19,Delivered,Credit Card,50.32,4.0
21029,14001,2025-10-11,Delivered,Credit Card,157.34,
21030,11356,2025-02-20,Delivered,COD,151.45,
21031,10213,2025-04-16,Delivered,UPI,189.85,1.0
21032,14242,2025-09-16,Shipped,Credit Card,188.8,
21033,1152,2025-11-05,Delivered,Wallet,138.41,
21034,16622,2025-10-22,Delivered,Wallet,75.35,
21035,4075,2025-06-26,Delivered,UPI,150.57,2.0
21036,9639,2025-04-30,Delivered,Debit Card,84.02,
21037,9827,2025-06-14,Delivered,Wallet,178.54,
21038,15547,2025-06-24,Delivered,Debit Card,152.92,4.0
21039,3905,2025-02-13,Delivered,UPI,183.06,
21040,6055,2025-03-24,Delivered,COD,133.11,
21041,13267,2025-03-26,Cancelled,Credit Card,173.43,
21042,8316,2025-04-18,Delivered,Credit Card,43.52,
21043,6044,2025-07-15,Delivered,Credit Card,41.13,
21044,12479,2025-04-07,Delivered,Credit Card,44.3,1.0
21045,1723,2025-11-26,Delivered,COD,94.48,3.0
21046,15812,2025-12-06,Delivered,Credit Card,114.6,
21047,10560,2025-12-27,Delivered,Debit Card,141.84,
21048,4176,2025-03-06,Delivered,Credit Card,153.94,4.0
21049,8225,2025-10-10,Delivered,UPI,53.38,
21050,2651,2025-11-26,Delivered,Debit Card,195.13,
21051,12398,2025-01-24,Delivered,Wallet,198.86,
21052,13349,2025-11-08,Delivered,Debit Card,177.81,
21053,8159,2025-08-19,Delivered,Credit Card,98.87,
21054,6852,2025-04-30,Delivered,UPI,111.99,
21055,16987,2025-08-17,Delivered,Debit Card,166.56,8.0
21056,11540,2025-07-29,Delivered,Credit Card,145.54,
21057,13317,2025-10-20,Delivered,UPI,182.81,
21058,2576,2025-03-20,Delivered,Debit Card,83.01,
21059,14204,2025-03-24,Delivered,Credit Card,177.35,2.0
21060,8992,2025-02-01,Delivered,Debit Card,194.33,
21061,7423,2025-08-17,Delivered,Credit Card,74.2,
21062,18681,2025-10-10,Shipped,Credit Card,67.03,2.0
21063,1089,2025-07-14,Delivered,Credit Card,60.56,7.0
21064,3968,2025-08-02,Delivered,Credit Card,125.07,6.0
