return_id,order_id,order_item_id,return_date,return_qty,reason,refund_amount
1086,12945,26526,2025-05-10,1,Changed Mind,2853.65
1087,12945,26528,2025-05-12,1,Not as Expected,71169.78
1088,12946,26530,2025-12-31,1,Not as Expected,2136.39
1089,12948,26536,2025-12-13,1,Size Issue,18425.99
1090,12957,26557,2025-12-31,1,Damaged,5641.35
1091,12960,26561,2025-03-24,1,Damaged,12802.31
1092,12978,26604,2025-07-21,1,Size Issue,4757.33
1093,13029,26704,2025-12-31,1,Size Issue,1341.54
1094,13030,26706,2025-11-24,1,Changed Mind,14943.47
1095,13032,26712,2025-04-19,1,Damaged,7617.57
1096,13049,26746,2025-02-25,1,Damaged,2687.85
1097,13060,26774,2025-12-15,1,Size Issue,6106.26
1098,13063,26783,2025-04-14,1,Wrong Item,13191.41
1099,13092,26827,2025-11-04,1,Damaged,6911.7
1100,13094,26831,2025-09-30,1,Changed Mind,28354.95
1101,13104,26851,2025-04-17,1,Wrong Item,10767.49
1102,13154,26949,2025-11-01,1,Wrong Item,17278.36
1103,13203,27060,2025-04-24,1,Not as Expected,1323.32
1104,13223,27099,2025-11-05,1,Wrong Item,18181.8
1105,13228,27110,2025-09-10,1,Changed Mind,77286.53
1106,13232,27116,2025-06-16,3,Not as Expected,2828.51
1107,13240,27133,2025-12-03,1,Damaged,4294.05
1108,13245,27141,2025-12-31,1,Damaged,7974.58
1109,13247,27144,2025-08-17,1,Not as Expected,5439.58
1110,13306,27268,2025-12-14,1,Not as Expected,22154.95
1111,13319,27293,2025-02-12,1,Changed Mind,2013.34
1112,13331,27319,2025-11-27,1,Damaged,63678.23
1113,13339,27337,2025-10-23,1,Not as Expected,74915.56
1114,13340,27339,2025-09-14,1,Damaged,28391.95
1115,13354,27382,2025-10-30,1,Size Issue,4147.04
1116,13363,27400,2025-06-29,2,Size Issue,55836.9
1117,13369,27413,2025-10-20,2,Damaged,27162.94
1118,13395,27474,2025-10-03,2,Changed Mind,6619.11
1119,13399,27482,2025-02-20,1,Damaged,3183.51
1120,13409,27498,2025-03-23,1,Wrong Item,4216.01
1121,13440,27561,2025-07-29,1,Wrong Item,3359.84
1122,13443,27565,2025-12-23,1,Damaged,3853.73
1123,13444,27569,2025-07-31,1,Damaged,10659.32
1124,13448,27579,2025-08-06,2,Changed Mind,23524.0
1125,13450,27583,2025-09-27,1,Damaged,9444.87
1126,13453,27587,2025-06-13,1,Damaged,62794.44
1127,13456,27598,2025-12-31,1,Not as Expected,74915.56
1128,13498,27685,2025-11-12,1,Changed Mind,24097.55
1129,13500,27689,2025-02-21,1,Wrong Item,674.77
1130,13518,27740,2025-03-30,1,Damaged,80899.78
1131,13523,27748,2025-08-11,2,Size Issue,10842.35
1132,13528,27761,2025-12-18,1,Size Issue,2176.28
1133,13549,27800,2025-07-31,1,Size Issue,16709.99
1134,13553,27808,2025-02-08,1,Changed Mind,72285.44
1135,13581,27858,2025-09-19,1,Damaged,18136.21
1136,13609,27919,2025-10-11,1,Wrong Item,8406.61
1137,13618,27937,2025-07-13,1,Not as Expected,15550.52
1138,13624,27956,2025-07-06,1,Not as Expected,9788.47
1139,13639,27990,2025-12-28,1,Not as Expected,4558.69
1140,13639,27991,2025-12-03,1,Wrong Item,6130.0
1141,13676,28066,2025-07-18,1,Size Issue,8156.04
1142,13681,28077,2025-04-06,1,Damaged,2265.0
1143,13687,28085,2025-01-24,2,Changed Mind,924.84
1144,13694,28095,2025-04-19,1,Wrong Item,17547.94
1145,13697,28104,2025-05-20,2,Wrong Item,36522.39
1146,13703,28116,2025-07-30,2,Wrong Item,9514.66
1147,13706,28123,2025-07-22,4,Not as Expected,91030.33
1148,13729,28165,2025-11-22,1,Wrong Item,59932.45
1149,13761,28218,2025-03-24,2,Wrong Item,131387.1
1150,13803,28293,2025-12-25,1,Damaged,10165.93
1151,13814,28322,2025-03-02,1,Wrong Item,6824.65
1152,13824,28344,2025-07-11,1,Changed Mind,21603.9
1153,13842,28384,2025-12-31,1,Wrong Item,3556.3
1154,13851,28404,2025-10-20,1,Damaged,6130.0
1155,13862,28433,2025-04-27,1,Not as Expected,3583.61
1156,13871,28450,2025-12-03,2,Damaged,5664.74
1157,13877,28463,2025-12-11,1,Changed Mind,10767.49
1158,13880,28467,2025-11-10,1,Wrong Item,50753.93
1159,13892,28494,2025-07-02,1,Not as Expected,13741.34
1160,13894,28501,2025-04-16,1,Damaged,15268.16
1161,13897,28506,2025-03-10,1,Changed Mind,82110.39
1162,13917,28537,2025-03-22,1,Damaged,15427.02
1163,13924,28549,2025-12-03,1,Damaged,55329.25
1164,13929,28559,2025-06-30,1,Wrong Item,65693.55
1165,13942,28582,2025-07-10,1,Not as Expected,10486.17
1166,13957,28610,2025-10-03,1,Changed Mind,5797.15
1167,13963,28625,2025-08-16,2,Not as Expected,8938.84
1168,13965,28629,2025-09-18,1,Damaged,13781.38
1169,13970,28635,2025-12-25,3,Size Issue,3161.28
1170,13975,28644,2025-11-08,1,Size Issue,13837.65
1171,13977,28646,2025-12-31,1,Damaged,15601.13
1172,13990,28673,2025-12-21,1,Size Issue,14902.79
1173,14010,28710,2025-04-01,1,Wrong Item,13191.41
1174,14021,28736,2025-12-31,1,Damaged,14584.79
1175,14029,28749,2025-10-23,1,Wrong Item,7409.88
1176,14057,28816,2025-11-06,1,Size Issue,10294.53
1177,14073,28846,2025-04-02,1,Changed Mind,682.74
1178,14073,28847,2025-04-01,1,Wrong Item,17655.37
1179,14074,28849,2025-09-27,1,Not as Expected,3539.84
1180,14111,28920,2025-12-11,1,Size Issue,20937.79
1181,14124,28947,2025-05-17,1,Damaged,85368.35
1182,14129,28954,2025-01-11,1,Damaged,3435.24
1183,14133,28965,2025-09-22,1,Wrong Item,27918.45
1184,14137,28975,2025-04-11,1,Wrong Item,73179.95
1185,14147,28994,2025-03-22,2,Wrong Item,47068.15
1186,14166,29039,2025-09-27,1,Not as Expected,34805.92
1187,14178,29064,2025-12-31,1,Damaged,6236.91
1188,14187,29082,2025-07-15,1,Not as Expected,36578.89
1189,14189,29084,2025-08-26,1,Damaged,11379.47
1190,14193,29093,2025-10-07,1,Not as Expected,16335.27
1191,14195,29097,2025-10-14,1,Not as Expected,9605.07
1192,14200,29105,2025-02-09,1,Size Issue,8702.73
1193,14205,29120,2025-02-23,1,Damaged,2128.07
1194,14208,29128,2025-12-27,2,Not as Expected,15599.74
1195,14224,29154,2025-10-14,1,Damaged,6184.15
1196,14228,29161,2025-07-23,1,Damaged,37543.42
1197,14231,29165,2025-04-09,1,Not as Expected,8394.29
1198,14235,29173,2025-12-28,1,Wrong Item,16556.83
1199,14243,29192,2025-12-31,1,Damaged,710.61
1200,14261,29226,2025-09-10,1,Changed Mind,15730.72
1201,14264,29231,2025-09-13,1,Wrong Item,3483.74
1202,14266,29234,2025-10-01,1,Damaged,3963.29
1203,14266,29235,2025-10-07,2,Wrong Item,30630.66
1204,14275,29255,2025-12-06,1,Damaged,10650.08
1205,14277,29259,2025-03-21,1,Damaged,2139.17
1206,14296,29293,2025-12-17,1,Not as Expected,10328.19
1207,14312,29328,2025-12-18,1,Size Issue,52255.4
1208,14351,29411,2025-09-08,1,Changed Mind,68027.74
1209,14353,29416,2025-02-17,2,Wrong Item,141232.28
1210,14363,29436,2025-02-11,2,Wrong Item,35806.08
1211,14363,29438,2025-02-05,1,Changed Mind,5888.46
1212,14369,29452,2025-03-29,1,Not as Expected,13781.38
1213,14376,29469,2025-05-31,1,Wrong Item,3345.49
1214,14379,29474,2025-12-23,1,Size Issue,6708.8
1215,14390,29501,2025-10-08,1,Not as Expected,58338.1
1216,14392,29506,2025-07-05,1,Not as Expected,781.7
1217,14458,29626,2025-07-18,1,Size Issue,7354.91
1218,14463,29637,2025-03-10,1,Wrong Item,53425.19
1219,14467,29644,2025-09-10,1,Not as Expected,1841.22
1220,14497,29701,2025-07-06,1,Damaged,7216.89
1221,14514,29733,2025-12-30,1,Damaged,18624.81
1222,14516,29739,2025-12-12,1,Wrong Item,39574.28
1223,14521,29749,2025-12-15,1,Wrong Item,16750.23
1224,14543,29795,2025-09-10,1,Wrong Item,10555.7
1225,14544,29798,2025-08-30,1,Not as Expected,3176.51
1226,14565,29847,2025-05-17,2,Changed Mind,50408.8
1227,14585,29885,2025-04-15,1,Damaged,21407.68
1228,14591,29900,2025-09-11,1,Wrong Item,942.84
1229,14599,29917,2025-12-31,2,Damaged,2280.62
1230,14605,29937,2025-10-18,1,Damaged,29878.91
1231,14613,29955,2025-04-28,1,Damaged,20653.67
1232,14621,29973,2025-11-19,2,Changed Mind,4096.53
1233,14625,29980,2025-01-31,1,Not as Expected,614.47
1234,14629,29987,2025-02-07,1,Wrong Item,9243.45
1235,14636,30000,2025-07-31,1,Size Issue,4988.24
1236,14642,30008,2025-09-03,2,Damaged,130940.5
1237,14662,30046,2025-04-24,1,Wrong Item,21420.05
1238,14667,30056,2025-10-08,2,Damaged,51212.9
1239,14669,30060,2025-04-02,1,Damaged,20653.67
1240,14672,30068,2025-08-13,1,Wrong Item,19464.27
1241,14684,30096,2025-11-29,1,Not as Expected,10479.64
1242,14687,30100,2025-11-02,4,Changed Mind,30139.17
1243,14691,30107,2025-03-13,1,Wrong Item,45415.1
1244,14700,30128,2025-02-04,1,Damaged,65229.75
1245,14703,30137,2025-11-13,1,Changed Mind,16453.39
1246,14717,30166,2025-02-02,1,Size Issue,18959.46
1247,14718,30169,2025-12-31,1,Changed Mind,1407.09
1248,14728,30191,2025-04-11,1,Damaged,2961.18
1249,14731,30199,2025-01-12,1,Changed Mind,22660.08
1250,14767,30276,2025-05-03,3,Changed Mind,14569.83
1251,14788,30317,2025-08-10,2,Size Issue,131387.1
1252,14796,30333,2025-02-16,1,Damaged,592.42
1253,14809,30354,2025-06-20,1,Size Issue,12086.37
1254,14828,30400,2025-11-24,1,Wrong Item,12974.84
1255,14834,30414,2025-08-26,1,Size Issue,2641.07
1256,14842,30430,2025-06-26,1,Size Issue,3183.51
1257,14846,30439,2025-11-17,1,Damaged,6242.89
1258,14849,30444,2025-03-15,1,Changed Mind,4791.33
1259,14859,30467,2025-12-17,1,Size Issue,8319.11
1260,14863,30476,2025-06-22,3,Size Issue,10118.42
1261,14863,30478,2025-06-17,1,Wrong Item,26969.99
1262,14866,30485,2025-09-30,1,Changed Mind,16852.86
1263,14868,30488,2025-01-20,1,Size Issue,59932.45
1264,14885,30526,2025-05-27,1,Not as Expected,3830.29
1265,14908,30571,2025-03-22,1,Size Issue,13191.41
1266,14927,30610,2025-07-30,1,Size Issue,1109.22
1267,14928,30612,2025-11-14,1,Not as Expected,50664.49
1268,14930,30619,2025-12-22,1,Damaged,419.33
1269,14930,30620,2025-12-11,1,Not as Expected,2265.0
1270,14935,30633,2025-04-22,1,Wrong Item,10720.13
1271,14948,30661,2025-08-15,1,Size Issue,7216.89
1272,14950,30665,2025-08-20,1,Size Issue,15587.42
1273,14970,30707,2025-12-17,1,Damaged,16112.74
1274,14973,30711,2025-08-15,2,Size Issue,26382.82
1275,14975,30717,2025-03-11,1,Size Issue,31516.75
1276,14982,30734,2025-07-01,1,Wrong Item,14789.39
1277,14985,30739,2025-03-28,1,Damaged,69107.48
1278,14987,30744,2025-12-08,4,Changed Mind,7148.28
1279,15038,30852,2025-01-18,1,Size Issue,6628.98
1280,15054,30885,2025-11-04,2,Wrong Item,14158.5
1281,15064,30900,2025-05-30,1,Changed Mind,22745.66
1282,15091,30947,2025-10-14,1,Damaged,73631.83
1283,15094,30952,2025-07-30,1,Damaged,3976.55
1284,15102,30965,2025-04-16,4,Size Issue,34740.32
1285,15122,31016,2025-11-09,1,Not as Expected,11728.56
1286,15139,31050,2025-05-16,3,Damaged,11080.48
1287,15140,31052,2025-03-30,1,Wrong Item,27311.82
1288,15170,31123,2025-12-31,1,Not as Expected,3608.53
1289,15183,31148,2025-08-01,2,Damaged,5507.13
1290,15186,31156,2025-03-03,1,Wrong Item,3577.69
1291,15191,31168,2025-10-11,1,Size Issue,6949.85
1292,15191,31170,2025-10-21,1,Not as Expected,5367.04
1293,15192,31171,2025-01-21,1,Wrong Item,6667.39
1294,15199,31191,2025-05-11,1,Size Issue,2585.96
1295,15204,31200,2025-07-09,1,Changed Mind,17278.36
1296,15206,31203,2025-08-22,1,Not as Expected,22745.66
1297,15213,31220,2025-03-03,1,Size Issue,16558.65
1298,15222,31234,2025-12-28,2,Wrong Item,50408.8
1299,15251,31282,2025-07-12,1,Size Issue,18334.97
1300,15254,31289,2025-03-28,1,Size Issue,3612.47
1301,15257,31297,2025-02-15,1,Not as Expected,34064.06
1302,15260,31302,2025-01-15,1,Wrong Item,2176.28
1303,15266,31311,2025-09-26,1,Size Issue,47303.54
1304,15267,31315,2025-11-13,1,Wrong Item,5317.02
1305,15269,31318,2025-04-09,3,Size Issue,26108.19
1306,15276,31335,2025-12-31,1,Changed Mind,12666.45
1307,15279,31343,2025-06-11,1,Wrong Item,47896.11
1308,15306,31393,2025-11-28,1,Changed Mind,2432.31
1309,15308,31397,2025-04-12,1,Wrong Item,61829.22
1310,15335,31455,2025-03-26,4,Size Issue,35396.24
1311,15345,31474,2025-03-20,1,Damaged,19996.54
1312,15351,31488,2025-08-23,1,Damaged,63554.53
1313,15383,31557,2025-10-30,1,Not as Expected,53425.19
1314,15386,31561,2025-12-31,1,Size Issue,72895.24
1315,15399,31587,2025-07-25,1,Changed Mind,7591.85
1316,15401,31592,2025-08-27,1,Damaged,3110.45
1317,15404,31596,2025-04-04,1,Not as Expected,8394.29
1318,15408,31605,2025-02-08,2,Size Issue,63011.0
1319,15417,31622,2025-10-04,1,Not as Expected,17226.73
1320,15420,31627,2025-06-13,1,Wrong Item,439.3
1321,15475,31738,2025-05-15,1,Not as Expected,16112.74
1322,15475,31739,2025-05-27,1,Damaged,5053.73
1323,15476,31742,2025-03-04,1,Damaged,30725.79
1324,15483,31760,2025-11-15,1,Wrong Item,5747.07
1325,15492,31781,2025-12-09,1,Wrong Item,5945.57
1326,15504,31804,2025-12-31,1,Damaged,31372.45
1327,15523,31851,2025-11-05,2,Damaged,3682.45
1328,15526,31858,2025-12-12,1,Wrong Item,77286.53
1329,15557,31922,2025-10-26,2,Not as Expected,10376.69
1330,15558,31923,2025-12-31,1,Damaged,12086.37
1331,15558,31924,2025-12-31,1,Not as Expected,11259.06
1332,15596,31995,2025-02-28,1,Not as Expected,3799.01
1333,15599,32001,2025-12-08,3,Damaged,179797.34
1334,15612,32030,2025-12-31,2,Damaged,13467.14
1335,15635,32072,2025-12-02,1,Size Issue,62202.96
1336,15646,32089,2025-02-01,1,Size Issue,8384.42
1337,15660,32115,2025-10-03,1,Changed Mind,19464.27
1338,15695,32193,2025-06-05,1,Damaged,15611.02
1339,15698,32204,2025-04-07,1,Changed Mind,25817.09
1340,15716,32243,2025-02-19,1,Size Issue,9789.98
1341,15732,32276,2025-12-31,1,Damaged,6184.15
1342,15755,32313,2025-11-16,1,Damaged,1109.22
1343,15760,32326,2025-12-31,1,Wrong Item,781.65
1344,15763,32330,2025-11-02,1,Damaged,5947.38
1345,15768,32349,2025-01-30,1,Changed Mind,15978.2
1346,15794,32410,2025-04-12,1,Changed Mind,17700.68
1347,15796,32416,2025-10-04,1,Size Issue,14074.85
1348,15802,32431,2025-10-17,1,Damaged,9289.6
1349,15825,32487,2025-03-01,1,Damaged,3345.49
1350,15835,32503,2025-12-31,1,Changed Mind,8394.29
1351,15835,32505,2025-12-31,1,Not as Expected,14168.7
1352,15836,32507,2025-05-15,1,Changed Mind,20274.81
1353,15854,32548,2025-01-10,1,Wrong Item,3649.94
1354,15872,32582,2025-05-11,1,Changed Mind,76831.52
1355,15876,32596,2025-02-20,1,Changed Mind,61829.22
1356,15884,32611,2025-06-15,1,Wrong Item,3391.72
1357,15885,32616,2025-01-18,3,Not as Expected,41903.26
1358,15888,32621,2025-09-24,1,Wrong Item,3435.24
1359,15891,32629,2025-09-22,2,Changed Mind,3294.82
1360,15901,32644,2025-06-04,1,Size Issue,8889.29
1361,15915,32672,2025-06-28,1,Damaged,5062.75
1362,15924,32691,2025-10-08,2,Wrong Item,35780.68
1363,15925,32693,2025-10-06,1,Size Issue,16335.27
1364,15935,32714,2025-08-02,1,Not as Expected,4160.43
1365,15966,32774,2025-12-03,1,Changed Mind,2916.26
1366,15968,32778,2025-12-05,1,Size Issue,5382.82
1367,15987,32812,2025-11-24,1,Changed Mind,67424.0
1368,16015,32869,2025-03-09,1,Changed Mind,3864.65
1369,16016,32870,2025-10-16,1,Size Issue,12371.39
1370,16024,32885,2025-03-14,1,Wrong Item,21483.76
1371,16046,32935,2025-12-31,2,Damaged,5214.43
1372,16053,32950,2025-06-08,1,Changed Mind,17616.55
1373,16056,32956,2025-05-11,1,Wrong Item,12531.84
1374,16070,32981,2025-03-07,1,Damaged,4218.92
1375,16080,33000,2025-08-17,1,Wrong Item,3939.17
1376,16105,33044,2025-08-07,1,Size Issue,8622.53
1377,16135,33101,2025-10-31,1,Not as Expected,13864.69
1378,16136,33102,2025-12-05,1,Damaged,1263.29
1379,16146,33122,2025-09-18,1,Changed Mind,87242.29
1380,16150,33133,2025-10-03,1,Changed Mind,9205.55
1381,16159,33153,2025-12-04,1,Changed Mind,9664.24
1382,16166,33169,2025-12-31,1,Changed Mind,5654.74
1383,16168,33173,2025-02-28,1,Wrong Item,17324.1
1384,16202,33250,2025-11-29,1,Size Issue,5287.8
1385,16211,33268,2025-08-07,1,Changed Mind,9248.06
1386,16215,33280,2025-12-19,1,Not as Expected,71169.78
1387,16218,33287,2025-08-20,2,Changed Mind,31202.26
1388,16230,33315,2025-08-27,1,Size Issue,31324.52
1389,16232,33319,2025-12-31,1,Changed Mind,6465.46
1390,16236,33323,2025-10-16,1,Wrong Item,462.42
1391,16245,33342,2025-09-10,1,Not as Expected,47896.11
1392,16245,33343,2025-09-07,1,Changed Mind,5363.17
1393,16263,33382,2025-02-23,1,Wrong Item,14943.47
1394,16271,33397,2025-10-01,1,Changed Mind,63678.23
1395,16273,33400,2025-11-13,4,Damaged,110558.55
1396,16299,33450,2025-07-18,1,Wrong Item,2886.82
1397,16302,33456,2025-09-22,1,Wrong Item,1796.52
1398,16328,33508,2025-07-27,2,Size Issue,4817.06
1399,16337,33525,2025-05-19,1,Damaged,15558.01
1400,16366,33582,2025-08-22,1,Damaged,6708.8
1401,16375,33605,2025-09-13,1,Changed Mind,10588.36
1402,16382,33621,2025-03-20,1,Size Issue,23328.86
1403,16399,33657,2025-12-31,1,Changed Mind,9707.0
1404,16423,33706,2025-12-31,2,Wrong Item,9757.74
1405,16429,33720,2025-12-05,1,Changed Mind,18070.37
1406,16431,33723,2025-02-18,1,Not as Expected,16342.34
1407,16454,33772,2025-08-18,1,Changed Mind,67440.52
1408,16477,33820,2025-05-13,1,Damaged,4557.56
1409,16483,33833,2025-05-31,1,Damaged,29878.91
1410,16503,33874,2025-03-16,1,Size Issue,17166.85
1411,16508,33885,2025-10-31,2,Damaged,102183.97
1412,16517,33904,2025-08-12,1,Size Issue,8664.05
1413,16522,33917,2025-07-08,1,Size Issue,7964.15
1414,16555,33980,2025-10-11,1,Changed Mind,26779.67
1415,16563,33997,2025-02-03,1,Wrong Item,24526.24
1416,16565,34002,2025-12-15,1,Changed Mind,14686.61
1417,16577,34028,2025-12-25,1,Wrong Item,68796.64
1418,16577,34030,2025-12-29,1,Wrong Item,51710.7
1419,16589,34051,2025-07-24,1,Not as Expected,9289.6
1420,16607,34087,2025-03-17,1,Size Issue,14681.25
1421,16619,34113,2025-11-22,1,Size Issue,10576.4
1422,16622,34118,2025-09-04,2,Wrong Item,13095.85
1423,16633,34139,2025-09-16,1,Not as Expected,13826.85
1424,16639,34150,2025-01-28,1,Wrong Item,16349.12
1425,16639,34151,2025-02-15,1,Wrong Item,7397.32
1426,16650,34170,2025-08-09,1,Not as Expected,45501.3
1427,16652,34173,2025-09-20,1,Size Issue,2347.62
1428,16682,34237,2025-08-13,1,Wrong Item,2753.57
1429,16734,34346,2025-04-08,3,Wrong Item,12384.36
1430,16737,34352,2025-10-06,1,Size Issue,16385.63
1431,16747,34371,2025-03-23,1,Damaged,16412.58
1432,16758,34391,2025-03-12,1,Damaged,16381.93
1433,16773,34415,2025-09-13,1,Changed Mind,18396.48
1434,16785,34438,2025-07-07,1,Changed Mind,3556.3
1435,16795,34457,2025-10-17,1,Not as Expected,3758.83
1436,16814,34489,2025-08-29,1,Size Issue,5241.04
1437,16822,34506,2025-09-24,1,Not as Expected,77722.48
1438,16828,34515,2025-04-03,1,Damaged,7196.21
1439,16861,34573,2025-03-28,3,Size Issue,1125.57
1440,16863,34578,2025-11-01,1,Changed Mind,6708.8
1441,16874,34605,2025-02-14,3,Damaged,30930.02
1442,16875,34606,2025-05-05,2,Size Issue,118879.49
1443,16899,34657,2025-05-25,1,Size Issue,2241.13
1444,16911,34683,2025-05-18,2,Wrong Item,34180.14
1445,16935,34727,2025-08-26,1,Damaged,4035.2
1446,16936,34728,2025-04-01,1,Changed Mind,13191.41
1447,16952,34760,2025-04-16,1,Damaged,3940.76
1448,16954,34762,2025-06-03,1,Changed Mind,14821.07
1449,16968,34792,2025-08-30,1,Size Issue,15427.02
1450,16975,34806,2025-01-29,1,Size Issue,12760.97
1451,16975,34807,2025-01-25,1,Size Issue,21407.68
1452,16981,34818,2025-03-26,1,Damaged,47303.54
1453,17015,34895,2025-06-19,2,Wrong Item,12520.8
1454,17031,34927,2025-02-17,1,Size Issue,3797.49
1455,17051,34975,2025-09-12,1,Size Issue,5823.38
1456,17054,34984,2025-03-28,2,Changed Mind,11193.72
1457,17063,35001,2025-10-06,1,Wrong Item,5199.03
1458,17064,35006,2025-10-15,1,Damaged,1385.69
1459,17068,35014,2025-07-12,1,Damaged,1680.19
1460,17075,35032,2025-07-15,2,Size Issue,5572.45
1461,17083,35048,2025-04-21,1,Changed Mind,6526.24
1462,17129,35147,2025-12-09,1,Changed Mind,9150.7
1463,17135,35153,2025-08-15,1,Not as Expected,6392.08
1464,17186,35250,2025-01-08,1,Wrong Item,2425.6
1465,17190,35257,2025-05-14,1,Changed Mind,6838.71
1466,17200,35284,2025-03-11,1,Damaged,56768.87
1467,17201,35287,2025-05-18,1,Changed Mind,1744.32
1468,17202,35292,2025-08-14,1,Not as Expected,8968.66
1469,17210,35308,2025-11-26,1,Not as Expected,19164.28
1470,17232,35359,2025-03-03,1,Not as Expected,5662.67
1471,17248,35389,2025-05-23,1,Changed Mind,22327.6
1472,17253,35396,2025-09-26,1,Size Issue,3903.1
1473,17263,35419,2025-12-31,1,Wrong Item,67919.37
1474,17265,35421,2025-05-07,1,Size Issue,3853.73
1475,17290,35472,2025-11-27,1,Not as Expected,70616.14
1476,17305,35503,2025-08-23,1,Wrong Item,4791.33
1477,17320,35537,2025-02-07,2,Size Issue,2653.18
1478,17323,35542,2025-03-02,1,Changed Mind,2567.87
1479,17327,35550,2025-10-07,1,Size Issue,72922.62
1480,17333,35569,2025-08-30,2,Size Issue,23044.16
1481,17354,35608,2025-10-23,1,Damaged,5188.34
1482,17360,35622,2025-07-14,1,Not as Expected,11703.97
1483,17368,35636,2025-12-31,2,Wrong Item,9899.75
1484,17373,35646,2025-06-27,1,Wrong Item,28354.95
1485,17380,35659,2025-08-14,1,Not as Expected,4826.85
1486,17381,35662,2025-09-08,1,Not as Expected,20978.57
1487,17387,35675,2025-12-20,1,Not as Expected,34805.92
1488,17393,35687,2025-03-05,1,Wrong Item,2167.68
1489,17419,35730,2025-04-04,1,Wrong Item,21047.46
1490,17439,35770,2025-11-15,1,Size Issue,3733.16
1491,17444,35781,2025-07-03,1,Wrong Item,14160.11
1492,17463,35825,2025-08-20,1,Size Issue,12133.75
1493,17464,35829,2025-08-18,1,Wrong Item,3248.26
1494,17471,35843,2025-06-03,2,Changed Mind,25017.98
1495,17482,35874,2025-06-02,1,Wrong Item,3556.3
1496,17487,35880,2025-05-27,1,Changed Mind,17303.65
1497,17506,35913,2025-10-10,1,Size Issue,74915.56
1498,17511,35923,2025-12-24,2,Wrong Item,90830.19
1499,17544,36004,2025-06-15,1,Size Issue,43653.53
1500,17579,36071,2025-05-10,1,Not as Expected,781.7
1501,17583,36078,2025-09-04,1,Damaged,65861.96
1502,17586,36084,2025-07-17,1,Size Issue,57746.08
1503,17588,36088,2025-10-28,1,Damaged,8664.05
1504,17620,36139,2025-04-02,1,Not as Expected,2208.77
1505,17622,36142,2025-10-12,1,Changed Mind,3134.5
1506,17629,36153,2025-09-15,1,Not as Expected,7222.23
1507,17632,36162,2025-06-09,1,Size Issue,8035.03
1508,17634,36169,2025-08-20,4,Changed Mind,247936.91
1509,17646,36194,2025-06-07,1,Not as Expected,14642.72
1510,17660,36222,2025-03-19,1,Damaged,7451.65
1511,17681,36263,2025-03-28,1,Size Issue,3487.73
1512,17690,36285,2025-10-24,1,Size Issue,5167.6
1513,17693,36291,2025-12-22,1,Not as Expected,11220.34
1514,17698,36299,2025-12-04,1,Damaged,14279.62
1515,17700,36305,2025-10-11,1,Changed Mind,14982.59
1516,17704,36314,2025-06-07,1,Damaged,14642.83
1517,17705,36316,2025-05-25,1,Wrong Item,3956.66
1518,17709,36324,2025-02-10,2,Wrong Item,49889.72
1519,17721,36350,2025-08-10,1,Changed Mind,2934.52
1520,17734,36382,2025-12-31,1,Wrong Item,3569.33
1521,17737,36388,2025-12-29,1,Wrong Item,29930.22
1522,17753,36416,2025-09-19,1,Wrong Item,75909.88
1523,17764,36437,2025-06-15,1,Not as Expected,2325.02
1524,17782,36476,2025-09-14,1,Changed Mind,4506.5
1525,17784,36482,2025-08-01,1,Not as Expected,9914.61
1526,17785,36486,2025-05-18,1,Changed Mind,9930.66
1527,17786,36489,2025-03-07,2,Changed Mind,56470.09
1528,17790,36498,2025-02-24,1,Damaged,3864.65
1529,17847,36611,2025-09-17,1,Size Issue,43348.18
1530,17854,36625,2025-12-04,1,Damaged,10824.51
1531,17899,36714,2025-10-30,1,Size Issue,80782.95
1532,17906,36726,2025-06-08,1,Not as Expected,2562.62
1533,17914,36744,2025-10-27,1,Damaged,53159.78
1534,17918,36756,2025-09-05,1,Damaged,1938.13
1535,17936,36789,2025-10-02,1,Wrong Item,61829.22
1536,17936,36790,2025-10-29,1,Size Issue,4054.53
1537,17952,36821,2025-11-07,1,Wrong Item,6260.4
1538,17958,36831,2025-11-23,1,Wrong Item,15381.02
1539,17958,36832,2025-11-25,1,Wrong Item,7231.53
1540,17966,36847,2025-05-30,1,Damaged,2355.55
1541,17974,36865,2025-03-06,1,Size Issue,3546.5
1542,17983,36878,2025-04-24,1,Damaged,10423.25
1543,17999,36909,2025-12-02,1,Size Issue,7349.36
1544,18008,36930,2025-12-02,1,Changed Mind,16385.63
1545,18009,36933,2025-05-27,1,Damaged,8576.1
1546,18034,36981,2025-02-08,1,Wrong Item,13855.49
1547,18040,36994,2025-12-14,1,Wrong Item,74933.91
1548,18061,37043,2025-02-04,1,Changed Mind,22334.76
1549,18068,37054,2025-04-10,1,Damaged,7183.84
1550,18079,37074,2025-02-20,1,Size Issue,16852.86
1551,18083,37083,2025-06-25,1,Not as Expected,14545.44
1552,18087,37092,2025-05-08,1,Not as Expected,9788.47
1553,18091,37096,2025-09-05,2,Wrong Item,12941.11
1554,18093,37098,2025-06-12,1,Damaged,87242.29
1555,18110,37128,2025-11-13,1,Size Issue,5611.77
1556,18110,37130,2025-11-06,1,Damaged,9826.28
1557,18118,37143,2025-06-14,1,Damaged,1796.24
1558,18119,37146,2025-06-26,3,Not as Expected,3792.93
1559,18125,37156,2025-08-08,1,Damaged,3956.29
1560,18143,37198,2025-04-09,1,Not as Expected,10830.06
1561,18158,37227,2025-11-01,1,Damaged,2253.25
