product_id,product_name,category,subcategory,brand,unit_cost,list_price
358,Pulse Personal Care Product 0358,Beauty,Personal Care,Pulse,3066.16,7275.47
359,Mira Decor Product 0359,Home,Decor,Mira,3432.22,6235.3
360,Orion Skincare Product 0360,Beauty,Skincare,Orion,1505.14,2248.83
361,Pulse Laptops Product 0361,Electronics,Laptops,Pulse,24924.07,48208.65
362,Pulse Kitchen Product 0362,Home,Kitchen,Pulse,12209.77,31059.56
363,UrbanX Haircare Product 0363,Beauty,Haircare,UrbanX,1502.3,3733.16
364,Orion Running Product 0364,Sports,Running,Orion,631.28,1545.17
365,Orion Audio Product 0365,Electronics,Audio,Orion,27575.88,67295.29
366,UrbanX Skincare Product 0366,Beauty,Skincare,UrbanX,737.86,1707.52
367,Nexa Decor Product 0367,Home,Decor,Nexa,4791.46,9788.47
368,Orion Sportswear Product 0368,Sports,Sportswear,Orion,1814.83,4209.05
369,Vertex Sportswear Product 0369,Sports,Sportswear,Vertex,7477.25,11994.62
370,UrbanX Audio Product 0370,Electronics,Audio,UrbanX,40177.34,72922.62
371,Pulse Bags Product 0371,Fashion,Bags,Pulse,666.74,1264.31
372,Orion Men Product 0372,Fashion,Men,Orion,8409.79,13920.61
373,UrbanX Fitness Product 0373,Sports,Fitness,UrbanX,9985.72,17997.2
374,UrbanX Men Product 0374,Fashion,Men,UrbanX,4743.21,12462.49
375,Vertex Furniture Product 0375,Home,Furniture,Vertex,3459.21,5470.98
376,Pulse Storage Product 0376,Home,Storage,Pulse,2062.93,4379.71
377,Aster Sportswear Product 0377,Sports,Sportswear,Aster,6893.03,15601.13
378,Nova Fitness Product 0378,Sports,Fitness,Nova,7012.94,12974.84
379,UrbanX Makeup Product 0379,Beauty,Makeup,UrbanX,2069.35,4829.93
380,Aster Sportswear Product 0380,Sports,Sportswear,Aster,3850.3,9879.21
381,Aster Footwear Product 0381,Fashion,Footwear,Aster,3770.81,7014.58
382,Orion Laptops Product 0382,Electronics,Laptops,Orion,21330.71,47217.48
383,Zenith Laptops Product 0383,Electronics,Laptops,Zenith,19323.41,37348.64
384,Nova Laptops Product 0384,Electronics,Laptops,Nova,28446.48,50197.74
385,Orion Fitness Product 0385,Sports,Fitness,Orion,3989.82,9240.33
386,Mira Women Product 0386,Fashion,Women,Mira,5128.19,8702.73
387,Pulse Laptops Product 0387,Electronics,Laptops,Pulse,40610.27,74915.56
388,Nova Storage Product 0388,Home,Storage,Nova,987.9,1796.24
389,Vertex Furniture Product 0389,Home,Furniture,Vertex,4248.7,11963.88
390,Orion Accessories Product 0390,Electronics,Accessories,Orion,14864.46,31324.52
391,UrbanX Bags Product 0391,Fashion,Bags,UrbanX,2448.03,5461.63
392,Prime Sportswear Product 0392,Sports,Sportswear,Prime,7892.49,15673.42
393,Nova Footwear Product 0393,Fashion,Footwear,Nova,4186.22,6667.39
394,Orion Women Product 0394,Fashion,Women,Orion,2811.07,5439.58
395,Mira Accessories Product 0395,Electronics,Accessories,Mira,21748.64,46929.27
396,Vertex Storage Product 0396,Home,Storage,Vertex,12896.6,27918.45
397,Mira Running Product 0397,Sports,Running,Mira,5991.32,10928.94
398,Nova Storage Product 0398,Home,Storage,Nova,6994.94,15978.2
399,Prime Footwear Product 0399,Fashion,Footwear,Prime,1653.4,2853.19
400,Zenith Fitness Product 0400,Sports,Fitness,Zenith,7920.02,15268.16
401,Vertex Furniture Product 0401,Home,Furniture,Vertex,7578.68,17589.46
402,Pulse Accessories Product 0402,Electronics,Accessories,Pulse,37697.59,94538.19
403,Zenith Furniture Product 0403,Home,Furniture,Zenith,2706.63,6349.7
404,Aster Skincare Product 0404,Beauty,Skincare,Aster,247.12,441.4
405,Vertex Phones Product 0405,Electronics,Phones,Vertex,14644.11,36578.89
406,Nova Women Product 0406,Fashion,Women,Nova,3247.7,5945.57
407,Zenith Storage Product 0407,Home,Storage,Zenith,11429.44,28020.68
408,Aster Furniture Product 0408,Home,Furniture,Aster,11299.88,21934.92
409,Nexa Makeup Product 0409,Beauty,Makeup,Nexa,414.78,677.9
410,Zenith Accessories Product 0410,Electronics,Accessories,Zenith,33450.78,56293.88
411,UrbanX Audio Product 0411,Electronics,Audio,UrbanX,8079.22,18520.4
412,Mira Fitness Product 0412,Sports,Fitness,Mira,4434.6,8995.26
413,Pulse Running Product 0413,Sports,Running,Pulse,12122.17,21063.32
414,Vertex Makeup Product 0414,Beauty,Makeup,Vertex,685.86,1224.44
415,Nexa Kitchen Product 0415,Home,Kitchen,Nexa,14211.3,32517.22
416,Aster Bags Product 0416,Fashion,Bags,Aster,1820.41,4087.38
417,Nova Skincare Product 0417,Beauty,Skincare,Nova,3118.23,7493.55
418,Nova Outdoor Product 0418,Sports,Outdoor,Nova,2412.09,5662.67
419,Zenith Bags Product 0419,Fashion,Bags,Zenith,2063.52,3343.7
420,UrbanX Kitchen Product 0420,Home,Kitchen,UrbanX,8229.43,18990.6
421,Orion Men Product 0421,Fashion,Men,Orion,1043.53,2539.09
422,Nexa Men Product 0422,Fashion,Men,Nexa,5849.53,12133.75
423,UrbanX Fitness Product 0423,Sports,Fitness,UrbanX,6484.65,17017.18
424,Aster Fitness Product 0424,Sports,Fitness,Aster,2796.49,7087.97
425,Mira Storage Product 0425,Home,Storage,Mira,9770.09,19172.88
426,Prime Personal Care Product 0426,Beauty,Personal Care,Prime,1899.71,4691.32
427,UrbanX Phones Product 0427,Electronics,Phones,UrbanX,38270.04,70616.14
428,Nexa Outdoor Product 0428,Sports,Outdoor,Nexa,11356.66,17905.43
429,Zenith Laptops Product 0429,Electronics,Laptops,Zenith,29467.37,51357.09
430,Nova Skincare Product 0430,Beauty,Skincare,Nova,1940.6,3671.29
431,Orion Phones Product 0431,Electronics,Phones,Orion,41378.18,72285.44
432,Zenith Haircare Product 0432,Beauty,Haircare,Zenith,525.19,1403.65
433,Zenith Fitness Product 0433,Sports,Fitness,Zenith,3630.0,5162.94
434,Prime Accessories Product 0434,Electronics,Accessories,Prime,42891.07,69771.6
435,Nexa Makeup Product 0435,Beauty,Makeup,Nexa,3151.5,7931.36
436,Orion Bags Product 0436,Fashion,Bags,Orion,5542.99,12946.06
437,Vertex Women Product 0437,Fashion,Women,Vertex,3748.0,5623.38
438,Nova Storage Product 0438,Home,Storage,Nova,12343.62,24944.86
439,UrbanX Outdoor Product 0439,Sports,Outdoor,UrbanX,6406.9,16238.97
440,Orion Storage Product 0440,Home,Storage,Orion,15044.79,26064.65
441,Pulse Fitness Product 0441,Sports,Fitness,Pulse,5280.88,9564.29
442,Aster Storage Product 0442,Home,Storage,Aster,9763.96,14071.99
443,Prime Women Product 0443,Fashion,Women,Prime,2770.4,4971.27
444,Vertex Running Product 0444,Sports,Running,Vertex,1487.91,3240.29
445,UrbanX Fitness Product 0445,Sports,Fitness,UrbanX,4478.44,11220.34
446,Pulse Men Product 0446,Fashion,Men,Pulse,2139.14,3608.53
447,Zenith Outdoor Product 0447,Sports,Outdoor,Zenith,6632.16,14594.41
448,Nexa Fitness Product 0448,Sports,Fitness,Nexa,6551.97,15315.33
449,Pulse Storage Product 0449,Home,Storage,Pulse,5995.07,12328.99
450,Pulse Phones Product 0450,Electronics,Phones,Pulse,43680.33,74299.68
451,Nova Bags Product 0451,Fashion,Bags,Nova,4231.52,11148.01
452,Zenith Bags Product 0452,Fashion,Bags,Zenith,6690.56,14777.85
453,Nova Kitchen Product 0453,Home,Kitchen,Nova,15938.59,26447.21
454,Nexa Laptops Product 0454,Electronics,Laptops,Nexa,26443.36,73179.95
455,Nova Phones Product 0455,Electronics,Phones,Nova,4925.75,8849.06
456,UrbanX Bags Product 0456,Fashion,Bags,UrbanX,3197.3,8796.48
457,Prime Fitness Product 0457,Sports,Fitness,Prime,1603.94,3456.05
458,Prime Footwear Product 0458,Fashion,Footwear,Prime,5273.54,8018.49
459,Orion Furniture Product 0459,Home,Furniture,Orion,14352.81,35018.61
460,Nexa Men Product 0460,Fashion,Men,Nexa,1504.17,2825.94
461,Mira Fitness Product 0461,Sports,Fitness,Mira,10118.79,18303.54
462,Orion Furniture Product 0462,Home,Furniture,Orion,10448.29,26718.95
463,Nexa Accessories Product 0463,Electronics,Accessories,Nexa,4980.16,13167.36
464,Pulse Makeup Product 0464,Beauty,Makeup,Pulse,1162.66,2325.02
465,Zenith Storage Product 0465,Home,Storage,Zenith,7408.84,12336.69
466,Pulse Outdoor Product 0466,Sports,Outdoor,Pulse,5873.69,10824.51
467,Pulse Makeup Product 0467,Beauty,Makeup,Pulse,2440.06,5361.84
468,Orion Skincare Product 0468,Beauty,Skincare,Orion,738.44,1837.0
469,Aster Phones Product 0469,Electronics,Phones,Aster,45798.81,74933.91
470,Nexa Audio Product 0470,Electronics,Audio,Nexa,40041.96,79905.14
471,Orion Outdoor Product 0471,Sports,Outdoor,Orion,7549.21,14218.95
472,Nexa Furniture Product 0472,Home,Furniture,Nexa,10142.8,18070.37
473,Vertex Men Product 0473,Fashion,Men,Vertex,743.37,1787.07
474,UrbanX Outdoor Product 0474,Sports,Outdoor,UrbanX,5347.88,14905.38
475,Prime Footwear Product 0475,Fashion,Footwear,Prime,1817.55,4047.01
476,UrbanX Audio Product 0476,Electronics,Audio,UrbanX,17890.69,35856.91
477,Nexa Fitness Product 0477,Sports,Fitness,Nexa,1828.8,3432.22
478,Orion Furniture Product 0478,Home,Furniture,Orion,11618.07,23242.19
479,Zenith Accessories Product 0479,Electronics,Accessories,Zenith,29041.88,67588.31
480,Orion Running Product 0480,Sports,Running,Orion,2479.5,5989.16
481,Prime Decor Product 0481,Home,Decor,Prime,15706.23,23852.72
482,Zenith Sportswear Product 0482,Sports,Sportswear,Zenith,3563.08,6708.8
483,Orion Storage Product 0483,Home,Storage,Orion,7970.46,17903.04
484,Vertex Phones Product 0484,Electronics,Phones,Vertex,48376.61,85368.35
485,Prime Decor Product 0485,Home,Decor,Prime,850.29,2219.87
486,UrbanX Fitness Product 0486,Sports,Fitness,UrbanX,10335.93,23782.39
487,Pulse Personal Care Product 0487,Beauty,Personal Care,Pulse,2870.33,5596.86
488,Mira Kitchen Product 0488,Home,Kitchen,Mira,14810.52,36908.76
489,Nexa Phones Product 0489,Electronics,Phones,Nexa,997.56,1884.8
490,Mira Makeup Product 0490,Beauty,Makeup,Mira,2425.77,3794.17
491,Nexa Decor Product 0491,Home,Decor,Nexa,8580.71,18624.81
492,Orion Bags Product 0492,Fashion,Bags,Orion,1999.07,5007.22
493,Orion Men Product 0493,Fashion,Men,Orion,338.73,579.07
494,Nova Sportswear Product 0494,Sports,Sportswear,Nova,1975.32,3956.66
495,Prime Makeup Product 0495,Beauty,Makeup,Prime,3196.4,6102.26
496,Vertex Outdoor Product 0496,Sports,Outdoor,Vertex,11477.23,21483.76
497,Vertex Audio Product 0497,Electronics,Audio,Vertex,465.32,978.07
498,Nexa Running Product 0498,Sports,Running,Nexa,2123.79,4379.12
499,Pulse Outdoor Product 0499,Sports,Outdoor,Pulse,11226.01,18827.29
500,UrbanX Women Product 0500,Fashion,Women,UrbanX,5141.61,12743.37
