product_id,product_name,category,units_sold,net_sales,cogs,gross_profit,gross_margin_pct
278,Nova Makeup Product 0278,Beauty,110,570506.135,339751.5,230754.635,40.447353822058375
279,Zenith Haircare Product 0279,Beauty,140,114298.621,74471.6,39827.02099999999,34.84470823143176
280,Mira Women Product 0280,Fashion,382,3457706.3875,1322518.3800000001,2135188.0075000003,61.751570787471906
281,Nexa Personal Care Product 0281,Beauty,783,3033245.0685,1978022.43,1055222.6385000001,34.78857179917311
282,Nova Fitness Product 0282,Sports,82,464686.56649999996,314255.98,150430.58649999998,32.37248445399163
283,UrbanX Makeup Product 0283,Beauty,135,354735.072,192913.65,161821.422,45.6175424345975
284,Zenith Running Product 0284,Sports,231,4822623.0,1933188.1800000002,2889434.82,59.91417575041632
285,Mira Skincare Product 0285,Beauty,1521,10030795.792,5255176.68,4775619.112,47.60957366721358
286,Pulse Decor Product 0286,Home,493,1888983.2805,994824.7000000001,894158.5805,47.335441754853576
287,Pulse Phones Product 0287,Electronics,325,5479391.568,2974731.5,2504660.068,45.71055083245695
288,Zenith Bags Product 0288,Fashion,225,1829639.625,800916.75,1028722.875,56.22543701741265
289,Prime Skincare Product 0289,Beauty,260,986814.35,442163.80000000005,544650.5499999999,55.19280804945732
290,Prime Men Product 0290,Fashion,271,2703864.9885,1365170.63,1338694.3585,49.5103995278498
291,Nexa Bags Product 0291,Fashion,1630,17550954.86,10389147.3,7161807.559999999,40.80580012385719
292,Mira Haircare Product 0292,Beauty,83,487648.80749999994,259829.00999999998,227819.79749999996,46.718005662302375
293,Pulse Laptops Product 0293,Electronics,105,2139388.2674999996,1263208.8,876179.4674999996,40.954672922641876
294,Nexa Haircare Product 0294,Beauty,187,285963.488,142415.46000000002,143548.028,50.19802667954588
295,Aster Audio Product 0295,Electronics,966,68618845.6605,45924190.62,22694655.040500008,33.073501633624886
296,Zenith Personal Care Product 0296,Beauty,351,1442961.109,708784.83,734176.279,50.8798383006177
297,Aster Storage Product 0297,Home,707,6257600.981000001,3805618.39,2451982.5910000005,39.18406747961356
298,Prime Skincare Product 0298,Beauty,264,2161444.7800000003,1131139.68,1030305.1000000003,47.66742641465956
299,UrbanX Haircare Product 0299,Beauty,422,3327193.7355,1457714.6,1869479.1354999999,56.187865333879046
300,Pulse Makeup Product 0300,Beauty,545,4221068.726500001,1845969.5,2375099.226500001,56.26772223795017
301,Orion Bags Product 0301,Fashion,262,1106172.7795,685871.46,420301.3195,37.995991882025876
302,Prime Outdoor Product 0302,Sports,298,3079277.5310000004,1613899.4600000002,1465378.0710000002,47.588372800035216
303,Orion Fitness Product 0303,Sports,451,2097846.3205,1387100.11,710746.2104999998,33.87980347057076
304,Vertex Storage Product 0304,Home,2089,36927915.996,22053426.77,14874489.226,40.27979598851771
305,UrbanX Phones Product 0305,Electronics,200,14836812.939,8019960.000000001,6816852.938999998,45.94553403771265
306,Nova Fitness Product 0306,Sports,177,2595142.7325,1527187.86,1067954.8724999998,41.15206686420667
307,UrbanX Haircare Product 0307,Beauty,504,1630027.784,804152.16,825875.624,50.66635256813512
308,Pulse Sportswear Product 0308,Sports,114,2166767.2479999997,806840.7000000001,1359926.5479999995,62.76292708666601
309,Zenith Decor Product 0309,Home,788,11967764.287500001,8175665.4799999995,3792098.807500002,31.685941637910968
310,Pulse Men Product 0310,Fashion,293,2164637.082,885522.18,1279114.9019999998,59.091425192539496
311,Nova Decor Product 0311,Home,216,119819.31749999999,56602.8,63216.51749999999,52.75987112845973
312,Aster Skincare Product 0312,Beauty,320,1219864.7999999998,704188.8,515675.99999999977,42.273209293357745
313,Nova Phones Product 0313,Electronics,2181,107272439.001,62284169.22,44988269.781,41.9383302924441
314,Nova Furniture Product 0314,Home,169,3724476.789,1864668.2600000002,1859808.5289999996,49.93475954777926
315,Prime Decor Product 0315,Home,79,2281831.392,1114704.22,1167127.172,51.14870345337067
316,UrbanX Makeup Product 0316,Beauty,821,1937468.8509999998,1203815.88,733652.9709999999,37.86656857070679
317,Aster Outdoor Product 0317,Sports,265,4878655.11,2308518.3499999996,2570136.7600000007,52.68125542901926
318,Zenith Laptops Product 0318,Electronics,165,10493963.386500001,5158360.35,5335603.036500001,50.84449830808452
319,Orion Footwear Product 0319,Fashion,79,771005.6089999999,471018.54000000004,299987.0689999999,38.90854560566497
320,Aster Skincare Product 0320,Beauty,1073,2519620.753,1188122.17,1331498.583,52.84519828687092
321,Nexa Makeup Product 0321,Beauty,1295,5092743.3,2948015.7,2144727.5999999996,42.11340477341553
322,Nova Storage Product 0322,Home,180,597257.701,339681.6,257576.10100000002,43.12645957829182
323,UrbanX Audio Product 0323,Electronics,341,12489642.768,5302989.890000001,7186652.877999999,57.54090018021241
324,Orion Audio Product 0324,Electronics,1026,20663371.400000002,8427061.26,12236310.140000002,59.21739440834907
325,Orion Outdoor Product 0325,Sports,190,807502.302,565531.2,241971.10200000007,29.965376123472655
326,Nexa Makeup Product 0326,Beauty,372,2213477.259,1200730.44,1012746.8190000001,45.75365818113427
327,Prime Accessories Product 0327,Electronics,634,16603612.360000001,10325051.379999999,6278560.980000002,37.81442763097609
328,Nexa Laptops Product 0328,Electronics,207,248122.5,139099.86000000002,109022.63999999998,43.939038176707065
329,Aster Furniture Product 0329,Home,675,19571216.6,9892820.25,9678396.350000001,49.45219578224892
330,Nova Footwear Product 0330,Fashion,91,256162.502,108013.36,148149.142,57.83404707688246
331,Nova Accessories Product 0331,Electronics,202,13843888.608,6838958.460000001,7004930.147999998,50.59944027541542
332,Vertex Audio Product 0332,Electronics,334,14641840.827,7678372.76,6963468.067,47.55869258023316
333,Nexa Haircare Product 0333,Beauty,289,1103181.3480000002,542256.48,560924.8680000002,50.84611600956837
334,Aster Audio Product 0334,Electronics,286,14574208.021,8728628.48,5845579.540999999,40.10907167358318
335,Orion Skincare Product 0335,Beauty,212,556069.455,261105.56000000003,294963.8949999999,53.044433990714325
336,Prime Skincare Product 0336,Beauty,294,1780299.843,759784.2000000001,1020515.643,57.322683423951744
337,Vertex Haircare Product 0337,Beauty,102,806011.1145,458600.16,347410.95450000005,43.10250172114717
338,Mira Bags Product 0338,Fashion,417,1559518.375,770586.81,788931.565,50.58815449994297
339,UrbanX Makeup Product 0339,Beauty,599,4287588.539,2300980.63,1986607.909,46.33392152557949
340,Orion Phones Product 0340,Electronics,1075,52580338.398,22496557.25,30083781.148000002,57.21488690370296
341,Vertex Kitchen Product 0341,Home,1008,16902266.2605,7177191.84,9725074.4205,57.5371034310775
342,Zenith Accessories Product 0342,Electronics,590,51497496.982,25583892.7,25913604.282,50.32012389079342
343,Aster Kitchen Product 0343,Home,140,4116943.683,2704240.0,1412703.6830000002,34.314379592644045
344,Nova Audio Product 0344,Electronics,505,1819842.968,1279432.6500000001,540410.318,29.695436776828533
345,Aster Men Product 0345,Fashion,268,909359.859,588364.52,320995.33900000004,35.299044247784416
346,UrbanX Accessories Product 0346,Electronics,247,7001629.3995,3092756.16,3908873.2395,55.82805110734853
347,Mira Laptops Product 0347,Electronics,221,15698584.108000001,6967553.1899999995,8731030.918000001,55.6166776438817
348,Nexa Haircare Product 0348,Beauty,353,2811337.737,1782388.78,1028948.9570000002,36.59997671066015
349,Nexa Bags Product 0349,Fashion,136,1312635.09,744802.64,567832.4500000001,43.25897230128139
350,Aster Women Product 0350,Fashion,457,4580194.608,2526053.79,2054140.818,44.848330558097544
351,Vertex Kitchen Product 0351,Home,187,2115954.8474999997,1172712.53,943242.3174999997,44.5776202934784
352,Pulse Sportswear Product 0352,Sports,110,1408832.979,831065.4,577767.579,41.010367276474724
353,Pulse Fitness Product 0353,Sports,665,5250258.517,3108429.45,2141829.067,40.794735346171905
354,Orion Makeup Product 0354,Beauty,279,191446.109,124894.34999999999,66551.759,34.762659501217655
355,Pulse Skincare Product 0355,Beauty,480,1744045.7645,1059192.0,684853.7645,39.268107433886094
356,Aster Men Product 0356,Fashion,178,2526798.582,1496732.58,1030066.0019999999,40.76565537664212
357,UrbanX Audio Product 0357,Electronics,168,13071700.81,6401052.0,6670648.8100000005,51.031223151136366
358,Pulse Personal Care Product 0358,Beauty,1273,8500659.148,3903221.6799999997,4597437.468,54.08330563497145
359,Mira Decor Product 0359,Home,176,1013859.78,604070.72,409789.06000000006,40.41871155003309
360,Orion Skincare Product 0360,Beauty,828,1710909.8639999998,1246255.9200000002,464653.94399999967,27.158294763329494
361,Pulse Laptops Product 0361,Electronics,236,10319061.5325,5882080.52,4436981.012500001,42.99791215049624
362,Pulse Kitchen Product 0362,Home,297,8372104.398,3626301.69,4745802.708000001,56.68589977370228
363,UrbanX Haircare Product 0363,Beauty,1231,4227990.358,1849331.3,2378659.058,56.25980327744163
364,Orion Running Product 0364,Sports,327,463551.0,206428.56,257122.44,55.467993812978506
365,Orion Audio Product 0365,Electronics,373,23011624.415499996,10285803.24,12725821.175499996,55.30170728376844
366,UrbanX Skincare Product 0366,Beauty,44,68556.928,32465.84,36091.088,52.64396911133475
367,Nexa Decor Product 0367,Home,574,5146777.526,2750298.04,2396479.4859999996,46.56271762075771
368,Orion Sportswear Product 0368,Sports,381,1478007.9075,691450.23,786557.6775,53.217420117219504
369,Vertex Sportswear Product 0369,Sports,174,1907144.58,1301041.5,606103.0800000001,31.780657132979403
370,UrbanX Audio Product 0370,Electronics,2318,154927752.32099998,93131074.11999999,61796678.20099999,39.887416731484876
371,Pulse Bags Product 0371,Fashion,160,185284.6305,106678.4,78606.2305,42.424582269925516
372,Orion Men Product 0372,Fashion,180,2312909.3515,1513762.2000000002,799147.1514999997,34.551598443826855
373,UrbanX Fitness Product 0373,Sports,230,3801008.64,2296715.5999999996,1504293.0400000005,39.57615418627411
374,UrbanX Men Product 0374,Fashion,88,1023170.429,417402.48,605767.949,59.20498988541429
375,Vertex Furniture Product 0375,Home,280,1409871.5459999999,968578.8,441292.7459999998,31.30020938801185
376,Pulse Storage Product 0376,Home,57,230591.7315,117587.01,113004.7215,49.006406589214585
377,Aster Sportswear Product 0377,Sports,637,9072837.1515,4390860.109999999,4681977.0415,51.6043323970158
378,Nova Fitness Product 0378,Sports,297,3544726.288,2082843.18,1461883.1080000002,41.24107164349836
379,UrbanX Makeup Product 0379,Beauty,214,952945.189,442840.89999999997,510104.28900000005,53.529237031491014
380,Aster Sportswear Product 0380,Sports,359,3252729.8924999996,1382257.7000000002,1870472.1924999994,57.50468850219784
381,Aster Footwear Product 0381,Fashion,106,682167.905,399705.86,282462.04500000004,41.40652805997961
382,Orion Laptops Product 0382,Electronics,131,5654293.23,2794323.01,2859970.2200000007,50.58050765435807
383,Zenith Laptops Product 0383,Electronics,576,19658456.664,11130284.16,8528172.504,43.381699030409706
384,Nova Laptops Product 0384,Electronics,452,20691508.428,12857808.959999999,7833699.468,37.85948953532718
385,Orion Fitness Product 0385,Sports,137,1169363.7615,546605.34,622758.4215,53.25617587987825
386,Mira Women Product 0386,Fashion,591,4699909.336499999,3030760.2899999996,1669149.0464999997,35.51449457837855
387,Pulse Laptops Product 0387,Electronics,3568,244329607.384,144897443.35999998,99432164.02400002,40.69591282391237
388,Nova Storage Product 0388,Home,238,391759.944,235120.19999999998,156639.74400000004,39.983603836741416
389,Vertex Furniture Product 0389,Home,926,10187243.819999998,3934296.1999999997,6252947.619999999,61.38017044142956
390,Orion Accessories Product 0390,Electronics,281,8069196.352,4176913.26,3892283.092,48.23631650796642
391,UrbanX Bags Product 0391,Fashion,260,1302325.6735,636487.8,665837.8735,51.1268330993246
392,Prime Sportswear Product 0392,Sports,157,2274213.242,1239120.93,1035092.3120000002,45.51430327130248
393,Nova Footwear Product 0393,Fashion,669,4090777.1345,2800581.18,1290195.9545,31.539140659093757
394,Orion Women Product 0394,Fashion,426,2139930.772,1197515.82,942414.9519999998,44.0395065266158
395,Mira Accessories Product 0395,Electronics,736,31555241.148,16006999.04,15548242.108,49.27308916790028
396,Vertex Storage Product 0396,Home,574,14697668.002500001,7402648.4,7295019.602500001,49.633857570188376
397,Mira Running Product 0397,Sports,737,7424575.389,4415602.84,3008972.5490000006,40.52720043031676
398,Nova Storage Product 0398,Home,826,12070731.190000001,5777820.4399999995,6292910.750000002,52.133633422417404
399,Prime Footwear Product 0399,Fashion,261,671926.245,431537.4,240388.84499999997,35.77607613764216
400,Zenith Fitness Product 0400,Sports,407,5702657.76,3223448.14,2479209.6199999996,43.47463453602027
401,Vertex Furniture Product 0401,Home,388,6249535.138,2940527.8400000003,3309007.298,52.94805493419405
402,Pulse Accessories Product 0402,Electronics,184,15981681.0195,6936356.56,9045324.4595,56.59807906604677
403,Zenith Furniture Product 0403,Home,137,801649.625,370808.31,430841.315,53.7443418625687
404,Aster Skincare Product 0404,Beauty,942,383841.44,232787.04,151054.4,39.353332980409824
405,Vertex Phones Product 0405,Electronics,512,17107946.853,7497784.32,9610162.533,56.17367540111798
406,Nova Women Product 0406,Fashion,1243,6792813.725,4036891.0999999996,2755922.625,40.57114969688058
407,Zenith Storage Product 0407,Home,417,10783758.698,4766076.48,6017682.218,55.80319799919173
408,Aster Furniture Product 0408,Home,258,5160189.93,2915369.04,2244820.8899999997,43.502679561254055
409,Nexa Makeup Product 0409,Beauty,206,127648.56999999999,85444.68,42203.89,33.06256388144419
410,Zenith Accessories Product 0410,Electronics,213,10954789.047999999,7125016.14,3829772.907999999,34.95980517031677
411,UrbanX Audio Product 0411,Electronics,244,4127271.14,1971329.68,2155941.46,52.23648718169749
412,Mira Fitness Product 0412,Sports,245,2041474.257,1086477.0,954997.257,46.77978444868531
413,Pulse Running Product 0413,Sports,469,9051961.77,5685297.73,3366664.039999999,37.19264536840834
414,Vertex Makeup Product 0414,Beauty,123,136525.06,84360.78,52164.28,38.20857504109502
415,Nexa Kitchen Product 0415,Home,200,5939270.233,2842260.0,3097010.233,52.14462571162824
416,Aster Bags Product 0416,Fashion,79,295926.312,143812.39,152113.92199999996,51.40263499110548
417,Nova Skincare Product 0417,Beauty,426,2936347.5675,1328365.98,1607981.5875,54.761282529950364
418,Nova Outdoor Product 0418,Sports,546,2842094.0730000003,1317001.1400000001,1525092.9330000002,53.660888550046245
419,Zenith Bags Product 0419,Fashion,527,1610827.4749999999,1087475.04,523352.4349999998,32.48966404673473
420,UrbanX Kitchen Product 0420,Home,149,2627349.51,1226185.07,1401164.4399999997,53.32995989559074
421,Orion Men Product 0421,Fashion,124,289964.07800000004,129397.72,160566.35800000004,55.374568845731304
422,Nexa Men Product 0422,Fashion,157,1736339.625,918376.21,817963.415,47.108492095836375
423,UrbanX Fitness Product 0423,Sports,110,1697463.705,713311.5,984152.2050000001,57.97780548126653
424,Aster Fitness Product 0424,Sports,488,3193484.8835,1364687.1199999999,1828797.7635000001,57.26652325642675
425,Mira Storage Product 0425,Home,178,3150104.184,1739076.02,1411028.1639999999,44.79306339031229
426,Prime Personal Care Product 0426,Beauty,345,1477765.7999999998,655399.9500000001,822365.8499999997,55.64926796925465
427,UrbanX Phones Product 0427,Electronics,721,46698453.382,27592698.84,19105754.542,40.913034925829784
428,Nexa Outdoor Product 0428,Sports,248,4088704.9405,2816451.6799999997,1272253.2605000003,31.116289363360586
429,Zenith Laptops Product 0429,Electronics,272,12656954.8305,8015124.64,4641830.1905,36.6741467648631
430,Nova Skincare Product 0430,Beauty,155,519854.664,300793.0,219061.664,42.13902060903699
431,Orion Phones Product 0431,Electronics,520,34465697.792,21516653.6,12949044.192000002,37.57081684562808
432,Zenith Haircare Product 0432,Beauty,216,281782.73750000005,113441.04000000001,168341.69750000004,59.7416644445794
433,Zenith Fitness Product 0433,Sports,316,1491573.366,1147080.0,344493.3659999999,23.095971934913187
434,Prime Accessories Product 0434,Electronics,704,44849184.480000004,30195313.28,14653871.200000003,32.67366256466655
435,Nexa Makeup Product 0435,Beauty,317,2306836.056,999025.5,1307810.5559999999,56.692826202296885
436,Orion Bags Product 0436,Fashion,126,1499153.748,698416.74,800737.0079999999,53.41260088021339
437,Vertex Women Product 0437,Fashion,280,1438460.604,1049440.0,389020.60400000005,27.044230680925903
438,Nova Storage Product 0438,Home,286,6577959.582,3530275.3200000003,3047684.262,46.331757196254536
439,UrbanX Outdoor Product 0439,Sports,433,6480160.9785,2774187.6999999997,3705973.2785000005,57.18952493303404
440,Orion Storage Product 0440,Home,951,22779200.867500003,14307595.290000001,8471605.577500002,37.190091201078
441,Pulse Fitness Product 0441,Sports,125,1081242.9845,660110.0,421132.9845,38.94896804299219
442,Aster Storage Product 0442,Home,309,3967597.5805,3017063.6399999997,950533.9405000005,23.9574180902745
443,Prime Women Product 0443,Fashion,196,897314.2350000001,542998.4,354315.8350000001,39.48626035114667
444,Vertex Running Product 0444,Sports,479,1428319.832,712708.89,715610.9419999999,50.10158971173621
445,UrbanX Fitness Product 0445,Sports,411,4250825.809,1840638.8399999999,2410186.9690000005,56.6992645028424
446,Pulse Men Product 0446,Fashion,228,751115.5195,487723.92,263391.59950000007,35.066723115418206
447,Zenith Outdoor Product 0447,Sports,161,2140270.2265,1067777.76,1072492.4664999999,50.1101427857479
448,Nexa Fitness Product 0448,Sports,1023,14347401.144,6702665.3100000005,7644735.833999999,53.283070273650104
449,Pulse Storage Product 0449,Home,271,3047726.3279999997,1624663.97,1423062.3579999998,46.692589978505445
450,Pulse Phones Product 0450,Electronics,155,10539409.608,6770451.15,3768958.4579999987,35.76062225666938
451,Nova Bags Product 0451,Fashion,24,251945.026,101556.48000000001,150388.546,59.69101608697763
452,Zenith Bags Product 0452,Fashion,356,4827184.702500001,2381839.3600000003,2445345.3425000003,50.65779524105542
453,Nova Kitchen Product 0453,Home,267,6468987.566,4255603.53,2213384.0359999994,34.2153082444184
454,Nexa Laptops Product 0454,Electronics,530,35444708.7825,14014980.8,21429727.982499998,60.45959670313451
455,Nova Phones Product 0455,Electronics,401,3255126.721,1975225.75,1279900.971,39.319543621540014
456,UrbanX Bags Product 0456,Fashion,439,3518591.9999999995,1403614.7000000002,2114977.2999999993,60.10862583669831
457,Prime Fitness Product 0457,Sports,128,407641.09750000003,205304.32,202336.77750000003,49.63601038778972
458,Prime Footwear Product 0458,Fashion,136,995495.5335,717201.44,278294.0935000001,27.955333211949572
459,Orion Furniture Product 0459,Home,525,16915739.5605,7535225.25,9380514.3105,55.45435525860466
460,Nexa Men Product 0460,Fashion,209,546112.905,314371.53,231741.375,42.434700384895685
461,Mira Fitness Product 0461,Sports,325,5460861.159,3288606.7500000005,2172254.4089999995,39.77860534725233
462,Orion Furniture Product 0462,Home,56,1378697.82,585104.24,793593.5800000001,57.56109631043008
463,Nexa Accessories Product 0463,Electronics,68,819009.792,338650.88,480358.912,58.65118057098883
464,Pulse Makeup Product 0464,Beauty,159,337476.653,184862.94,152613.713,45.22200621682709
465,Zenith Storage Product 0465,Home,315,3557901.396,2333784.6,1224116.796,34.405585196268326
466,Pulse Outdoor Product 0466,Sports,423,4200992.331,2484570.8699999996,1716421.4610000006,40.85752426478306
467,Pulse Makeup Product 0467,Beauty,534,2609339.436,1302992.04,1306347.3960000002,50.06429512300523
468,Orion Skincare Product 0468,Beauty,245,413049.45,180917.80000000002,232131.65,56.19948168433586
469,Aster Phones Product 0469,Electronics,226,15788574.837000001,10350531.059999999,5438043.777000003,34.4429046518887
470,Nexa Audio Product 0470,Electronics,329,24083409.196,13173804.84,10909604.355999999,45.29925255686794
471,Orion Outdoor Product 0471,Sports,311,4029650.43,2347804.31,1681846.12,41.736774671047584
472,Nexa Furniture Product 0472,Home,257,4260089.7275,2606699.5999999996,1653390.1275000004,38.81115735255368
473,Vertex Men Product 0473,Fashion,782,1273912.8495,581315.34,692597.5095,54.36773086729117
474,UrbanX Outdoor Product 0474,Sports,1029,14051301.726,5502968.5200000005,8548333.206,60.83659274202679
475,Prime Footwear Product 0475,Fashion,67,253747.527,121775.84999999999,131971.67700000003,52.00904953055957
476,UrbanX Audio Product 0476,Electronics,398,13057293.776500002,7120494.619999999,5936799.156500002,45.467301709829165
477,Nexa Fitness Product 0477,Sports,274,865262.6619999999,501091.2,364171.4619999999,42.08796680978243
478,Orion Furniture Product 0478,Home,174,3760586.3419999997,2021544.18,1739042.1619999998,46.243909960996184
479,Zenith Accessories Product 0479,Electronics,232,14453760.0935,6737716.16,7716043.933499999,53.38433655730858
480,Orion Running Product 0480,Sports,993,5450734.516,2462143.5,2988591.016,54.82914288390559
481,Prime Decor Product 0481,Home,405,8835047.488,6361023.149999999,2474024.3380000005,28.002388683935056
482,Zenith Sportswear Product 0482,Sports,1108,6800375.12,3947892.64,2852482.48,41.94595782827933
483,Orion Storage Product 0483,Home,676,11138376.336000001,5388030.96,5750345.376000001,51.626423838944
484,Vertex Phones Product 0484,Electronics,964,75111342.7475,46635052.04,28476290.707500003,37.91210443837766
485,Prime Decor Product 0485,Home,344,701922.894,292499.76,409423.13399999996,58.328790455437115
486,UrbanX Fitness Product 0486,Sports,164,3485309.2545,1695092.52,1790216.7344999998,51.36464525174031
487,Pulse Personal Care Product 0487,Beauty,346,1784278.9679999999,993134.1799999999,791144.788,44.33974743796902
488,Mira Kitchen Product 0488,Home,252,8625577.212000001,3732251.04,4893326.172000001,56.730419909665294
489,Nexa Phones Product 0489,Electronics,406,697847.2,405009.36,292837.83999999997,41.96303144871828
490,Mira Makeup Product 0490,Beauty,51,174721.52850000001,123714.27,51007.25850000001,29.19345940818049
491,Nexa Decor Product 0491,Home,178,3047950.1565000005,1527366.38,1520583.7765000006,49.88873499972539
492,Orion Bags Product 0492,Fashion,320,1472122.6800000002,639702.4,832420.2800000001,56.545578117171594
493,Orion Men Product 0493,Fashion,277,146678.431,93828.21,52850.221000000005,36.03135146707426
494,Nova Sportswear Product 0494,Sports,135,480338.524,266668.2,213670.32399999996,44.48327863038526
495,Prime Makeup Product 0495,Beauty,917,5138102.92,2931098.8000000003,2207004.1199999996,42.9536767628625
496,Vertex Outdoor Product 0496,Sports,180,3573823.476,2065901.4,1507922.076,42.193524278030125
497,Vertex Audio Product 0497,Electronics,565,506151.22500000003,262905.8,243245.42500000005,48.057855633956045
498,Nexa Running Product 0498,Sports,51,206475.508,108313.29,98162.21800000001,47.5418217641581
499,Pulse Outdoor Product 0499,Sports,83,1449701.33,931758.83,517942.5000000001,35.727531546101304
500,UrbanX Women Product 0500,Fashion,66,767788.0425000001,339346.26,428441.7825000001,55.802091043896404
